month,year,Day/Month/Year,overall_change_avg,positive_change_avg,negative_change_avg,overall_change_std,positive_change_std,negative_change_std
August,2012,1/8/2012,1.16279069767,0.675675675676,0.833333333333,1.73781783184,0.960125387477,1.21335164821
October,2011,1/10/2011,1.05263157895,0.636363636364,0.826086956522,1.46803428221,0.77138921584,1.16664416217
July,2002,1/7/2002,1.375,0.826086956522,0.886363636364,2.66299039749,1.8214226144,2.10211915901
February,2000,1/2/2000,1.46031746032,0.962264150943,0.911111111111,3.11078715515,2.6204008346,1.79903952427
January,2016,1/1/2016,1.44642857143,0.818181818182,1.0,3.22335031371,1.70923597063,2.42212028328
November,2011,1/11/2011,1.12195121951,0.742857142857,0.8,1.78332550346,1.20339655364,1.35646599663
February,2015,1/2/2015,1.28571428571,0.772727272727,0.878787878788,2.65729646253,1.86917138136,1.45138545634
December,2005,1/12/2005,1.24390243902,0.702702702703,0.925925925926,2.17278609281,1.03623186555,1.88416256918
November,2006,1/11/2006,1.21052631579,0.724137931034,0.925925925926,1.6883173613,1.17139915527,1.48887046239
May,2015,1/5/2015,1.32203389831,0.854545454545,0.775,2.84897054239,2.1184744238,1.68058769483
September,2004,1/9/2004,1.15217391304,0.707317073171,0.774193548387,1.94452845859,1.19437507773,1.18347976309
March,2010,1/3/2010,1.38636363636,0.891891891892,0.8,1.93315461794,1.60714256728,1.09021623019
April,2006,1/4/2006,1.07692307692,0.75,0.72,1.70044662888,1.22474487139,1.11427106217
May,2002,1/5/2002,1.40384615385,0.886363636364,0.871794871795,2.52113844389,2.12363227739,1.63580901618
January,2015,1/1/2015,1.32653061224,0.891891891892,0.842105263158,2.9024110674,2.68915523542,1.49607056879
March,2005,1/3/2005,1.50909090909,0.844444444444,1.09756097561,2.52170741056,1.67272971258,1.858466166
June,2007,1/6/2007,1.0,0.714285714286,0.708333333333,1.43614066163,1.03015750728,0.978057882859
April,2011,1/4/2011,1.49019607843,0.926829268293,0.904761904762,2.25242831071,1.68769208702,1.46074872859
July,2008,1/7/2008,1.14634146341,0.84375,0.769230769231,2.20377697523,2.00170825484,1.21869073213
August,2015,1/8/2015,1.36363636364,0.869565217391,0.921052631579,3.33773813649,2.24197792771,2.51711592426
October,2006,1/10/2006,1.02857142857,0.695652173913,0.8,1.29803619333,1.12035641102,1.09544511501
July,2007,1/7/2007,0.9,0.695652173913,0.6875,1.19303534454,0.997160429668,0.845484328654
February,2005,1/2/2005,1.22222222222,0.764705882353,0.828571428571,1.97640401728,1.49624674611,1.36247074486
November,2012,1/11/2012,1.28571428571,0.794117647059,0.818181818182,2.14126925294,1.56767740838,1.5658194767
September,2014,1/9/2014,1.25,0.755555555556,0.866666666667,2.72717802866,1.75316292652,1.83908189655
December,2000,1/12/2000,1.34615384615,0.904761904762,0.8,2.51062829544,2.06800483339,1.58429795178
May,2012,1/5/2012,1.28260869565,0.785714285714,0.866666666667,2.15349103306,1.1859437529,1.66799946709
September,2001,1/9/2001,1.23636363636,0.825,0.853658536585,2.06233439105,1.67163841784,1.42385556286
March,2015,1/3/2015,1.29090909091,0.813953488372,0.782608695652,2.81988218498,1.82050100379,1.53102755319
April,2001,1/4/2001,1.42,0.925,0.809523809524,2.58526594377,1.66414392406,1.78936135505
January,2010,1/1/2010,1.31578947368,0.846153846154,0.903225806452,1.79333947762,1.40582052942,1.32846840529
June,2004,1/6/2004,1.18181818182,0.777777777778,0.8,2.07005409759,1.51127450097,1.13724814062
July,2013,1/7/2013,1.32653061224,0.853658536585,0.857142857143,2.2532312861,1.81539454302,1.437117296
August,2002,1/8/2002,1.5,0.925,0.863636363636,3.02820078595,2.09030500167,1.81647647297
October,2005,1/10/2005,1.14705882353,0.75,0.777777777778,1.89631768468,1.12731243821,1.31468439624
February,2006,1/2/2006,1.13953488372,0.818181818182,0.846153846154,2.0751172043,1.67792341817,1.43291815463
December,2014,1/12/2014,1.2037037037,0.761904761905,0.825,2.85695791093,1.46074872859,2.15508120497
April,2007,1/4/2007,1.14634146341,0.787878787879,0.777777777778,1.82878042275,1.3201830855,1.22726233524
November,2001,1/11/2001,1.05555555556,0.756097560976,0.742857142857,1.77864562151,1.22535187191,1.40087436253
September,2011,1/9/2011,1.17948717949,0.757575757576,0.913043478261,2.24032729834,1.4148627309,1.66584730962
December,2003,1/12/2003,1.44262295082,0.857142857143,0.92,2.55769228826,1.49829835453,1.73020230031
May,2009,1/5/2009,1.26470588235,0.807692307692,0.814814814815,1.98980967948,1.33068029939,1.41518319811
December,2016,1/12/2016,1.94202898551,1.18644067797,1.08474576271,5.16084494254,2.99420104095,4.03076363036
March,2012,1/3/2012,1.28888888889,0.825,0.862068965517,2.23728230198,1.39440847674,1.87035194791
April,2012,1/4/2012,1.13953488372,0.8,0.807692307692,2.10847013147,1.30493568533,2.13071368992
January,2005,1/1/2005,1.23255813953,0.787878787879,0.771428571429,1.9628788694,1.43035439045,1.14855721384
June,2009,1/6/2009,1.0,0.7,0.75,1.4342743312,0.842614977318,1.27124798075
August,2008,1/8/2008,1.14285714286,0.766666666667,0.78125,1.94656508914,1.83817542386,1.2433416415
October,2015,1/10/2015,1.45454545455,0.959183673469,0.916666666667,3.29085886451,2.15670935733,2.76259740904
July,2014,1/7/2014,1.23728813559,0.862745098039,0.763157894737,2.63830314658,2.0390271406,1.54637454655
August,2005,1/8/2005,1.125,0.757575757576,0.689655172414,1.8998355192,1.37135860594,1.39218132677
October,2007,1/10/2007,0.931034482759,0.62962962963,0.666666666667,1.3879042619,0.867014808201,1.01105005921
October,2000,1/10/2000,1.09090909091,0.684210526316,0.846153846154,1.9284730396,1.05394654708,1.56136793309
February,2011,1/2/2011,1.09756097561,0.75,0.727272727273,1.57425751835,1.24283661724,1.05234880934
December,2009,1/12/2009,1.25581395349,0.828571428571,0.806451612903,1.85639088777,1.48296448827,1.33003407278
November,2002,1/11/2002,1.33928571429,0.90243902439,0.844444444444,2.72079810845,1.99761904677,1.49004929904
September,2008,1/9/2008,1.13513513514,0.733333333333,0.869565217391,1.74235259041,1.41264134003,1.2616189677
May,2006,1/5/2006,1.0303030303,0.7,0.8125,1.64196571929,0.936304793679,1.58976216775
March,2001,1/3/2001,1.42372881356,0.979166666667,0.804347826087,2.81764049523,2.15531884081,1.66315003921
June,2003,1/6/2003,1.39583333333,0.871794871795,0.868421052632,2.81912799264,1.69735068343,2.07961348422
April,2015,1/4/2015,1.34615384615,0.952380952381,0.810810810811,2.90148910962,2.48761102602,1.46744561735
February,2016,1/2/2016,1.61290322581,0.907407407407,1.0,3.57118774273,2.3275206847,2.10508255159
January,2000,1/1/2000,1.57894736842,0.875,1.09090909091,3.43331136982,2.85500291885,2.27454472785
June,2014,1/6/2014,1.17307692308,0.772727272727,0.794117647059,2.342920218,1.62177843408,1.34556814514
August,2011,1/8/2011,1.04761904762,0.766666666667,0.75,1.87657719002,1.5638272141,1.40471145995
October,2010,1/10/2010,1.03333333333,0.72,0.65,1.27758452645,1.00079968026,0.726291952317
July,2003,1/7/2003,1.28,0.789473684211,0.772727272727,2.6536013265,1.45381340178,2.1198588757
February,2001,1/2/2001,1.56896551724,1.02083333333,0.976744186047,3.17920001305,2.09652076201,1.98234500662
November,2008,1/11/2008,0.975,0.75,0.681818181818,1.79565447679,1.6201851746,0.923745519677
February,2012,1/2/2012,1.29268292683,0.918918918919,0.826086956522,2.40166509758,1.8509074236,1.97048159889
December,2004,1/12/2004,1.25531914894,0.825,0.838709677419,2.29215206048,1.9350387593,1.19398422731
November,2007,1/11/2007,0.972972972973,0.709677419355,0.636363636364,1.40436551965,1.22325711135,0.881396337712
July,2010,1/7/2010,1.09375,0.777777777778,0.666666666667,1.48659373653,1.25707872211,0.890870806375
September,2005,1/9/2005,1.11111111111,0.72,0.785714285714,1.50513524268,0.917387595294,1.44808106662
March,2011,1/3/2011,1.22222222222,0.848484848485,0.75,1.91936203393,1.53979951708,1.1873172374
April,2005,1/4/2005,1.06818181818,0.75,0.69696969697,1.60110369991,1.41421356237,1.14110123538
May,2003,1/5/2003,1.4,0.820512820513,0.837837837838,2.51572830188,1.39360802479,1.9103348159
January,2014,1/1/2014,1.35185185185,0.878048780488,0.822222222222,3.17488645121,3.1560636331,1.35464450259
March,2006,1/3/2006,1.125,0.694444444444,0.8,1.76334199746,1.04932370931,1.38564064606
June,2000,1/6/2000,1.47916666667,0.878048780488,0.945945945946,2.79127795801,2.28670731382,1.60986730939
April,2010,1/4/2010,1.3,0.90625,0.793103448276,1.93907194297,1.70219297892,1.24233679549
January,2003,1/1/2003,1.41071428571,0.90243902439,0.893617021277,3.05179564071,2.04587482688,1.83620842642
July,2009,1/7/2009,1.12820512821,0.645161290323,0.8,1.75673775723,0.89976294716,1.44683562761
August,2014,1/8/2014,1.34042553191,0.795454545455,0.823529411765,2.88264503054,1.82880419766,1.82258039822
October,2009,1/10/2009,1.19047619048,0.789473684211,0.8,1.65094626889,1.05525987662,1.29614813968
July,2004,1/7/2004,1.2,0.837837837838,0.741935483871,2.26666666667,1.74779418532,1.13500723134
February,2002,1/2/2002,1.23529411765,0.825,0.810810810811,2.20149891268,1.81504132184,1.79846537942
November,2013,1/11/2013,1.39583333333,0.825,0.829268292683,2.78941140247,2.42783339626,1.24748408318
September,2015,1/9/2015,1.22641509434,0.795918367347,0.838709677419,2.42348189738,1.67794324825,2.06502009978
December,2007,1/12/2007,0.969696969697,0.653846153846,0.625,1.16735516874,0.958456599567,0.753464221668
May,2013,1/5/2013,1.27450980392,0.756756756757,0.860465116279,2.15186586954,1.54928763762,1.43998377492
September,2002,1/9/2002,1.44,0.9,0.857142857143,2.67701326108,1.86815416923,1.7261494248
March,2008,1/3/2008,1.16666666667,0.777777777778,0.724137931034,2.06155281281,2.09644025157,0.978970314936
April,2000,1/4/2000,1.49090909091,0.909090909091,1.0,2.99619593529,2.52998546365,1.83873662632
May,2000,1/5/2000,1.44444444444,0.826086956522,0.888888888889,2.71938627789,2.29654132978,1.58074837722
January,2009,1/1/2009,0.951219512195,0.642857142857,0.677419354839,1.36061713961,0.971533607767,1.05912613931
June,2005,1/6/2005,1.17948717949,0.793103448276,0.71875,1.80982779846,1.60557885887,1.23071054172
June,2016,1/6/2016,1.65217391304,0.946428571429,0.983870967742,4.70838317108,4.07702466292,2.11364183101
August,2001,1/8/2001,1.36363636364,0.860465116279,0.904761904762,2.50355119681,1.69240980453,2.05645932207
October,2004,1/10/2004,1.13333333333,0.756756756757,0.766666666667,1.97315314493,1.30291576143,1.30851909509
February,2007,1/2/2007,1.175,0.75,0.821428571429,1.67163841784,1.14564392374,1.1666059265
December,2013,1/12/2013,1.47368421053,0.9,0.866666666667,3.07283093179,2.02237484162,1.54344492037
November,2014,1/11/2014,1.19230769231,0.820512820513,0.810810810811,2.47322944858,1.91982631255,1.70591717168
August,2016,1/8/2016,1.73333333333,1.0625,1.0,5.43098108591,5.30489651957,2.43403539454
September,2012,1/9/2012,1.0625,0.641025641026,0.8125,1.53305590787,0.919508773182,1.21030729569
December,2002,1/12/2002,1.28571428571,0.829268292683,0.826086956522,2.69068688598,1.83332882663,1.76073536794
May,2010,1/5/2010,1.16129032258,0.692307692308,0.72,1.52604853839,1.06587742004,1.00079968026
March,2013,1/3/2013,1.31914893617,0.805555555556,0.891891891892,2.12489181681,1.50590401871,1.39077625192
April,2003,1/4/2003,1.49056603774,0.869565217391,0.866666666667,3.37371997535,2.35546262097,2.54383787045
January,2004,1/1/2004,1.16326530612,0.815789473684,0.742857142857,2.01369736874,1.39274932867,1.40087436253
July,2016,1/7/2016,1.64615384615,0.924528301887,1.09433962264,4.83395289507,4.40775070608,2.53477066019
April,2016,1/4/2016,1.64615384615,0.964285714286,1.0,4.30538399692,3.59048487431,1.97149497915
May,2016,1/5/2016,1.59375,0.924528301887,0.946428571429,3.84349592656,2.97694953788,1.95867705769
October,2014,1/10/2014,1.27659574468,0.74358974359,0.837837837838,3.09221484803,1.97052574942,2.02034936119
July,2015,1/7/2015,1.24489795918,0.767441860465,0.933333333333,2.44557586595,1.85318342448,1.71139968707
August,2004,1/8/2004,1.08888888889,0.702702702703,0.71875,1.53220570453,0.954784958522,0.97578093725
October,2003,1/10/2003,1.29545454545,0.846153846154,0.8,2.40812587876,1.87477809338,1.4236104336
February,2008,1/2/2008,1.24390243902,0.878787878788,0.785714285714,2.19512195122,1.91892608473,1.11346123344
December,2008,1/12/2008,0.871794871795,0.7,0.619047619048,1.36211538311,1.32035348802,0.652919485752
November,2003,1/11/2003,1.38,0.829268292683,0.972222222222,2.4567458151,1.42969276973,2.04784590229
September,2009,1/9/2009,1.12195121951,0.8,0.846153846154,1.68486985748,1.22202018532,1.45951276623
May,2007,1/5/2007,0.885714285714,0.689655172414,0.578947368421,1.259737582,1.08607005159,0.748035284397
March,2002,1/3/2002,1.38888888889,0.860465116279,0.863636363636,2.5196756601,1.95984569099,1.70014583721
April,2014,1/4/2014,1.40350877193,0.875,0.808510638298,2.77115245595,2.16626598859,1.31502443748
January,2007,1/1/2007,1.2972972973,0.838709677419,0.785714285714,2.01165341253,1.56775521035,1.39788469934
October,2016,1/10/2016,1.43548387097,0.888888888889,0.872340425532,3.20594693244,1.99691119507,2.25612189648
June,2015,1/6/2015,1.47692307692,0.947368421053,0.913043478261,3.58246881916,3.07463335502,1.88617495335
August,2010,1/8/2010,1.05405405405,0.733333333333,0.62962962963,1.4509260034,1.26315302143,0.776895443089
October,2013,1/10/2013,1.32075471698,0.878048780488,0.809523809524,2.82023406566,2.52011538597,1.33163156706
July,2000,1/7/2000,1.36363636364,0.864864864865,0.8,2.30701409826,1.5096475723,1.5080735109
August,2007,1/8/2007,1.0,0.652173913043,0.681818181818,1.3416407865,0.914078088766,0.971707196656
November,2009,1/11/2009,1.18421052632,0.766666666667,0.758620689655,1.60353660385,1.11604460285,1.10344827586
February,2013,1/2/2013,1.12244897959,0.828571428571,0.742857142857,1.80286227146,1.52100933191,1.17941528232
December,2011,1/12/2011,1.425,0.756756756757,1.0,2.56795151823,1.2171167837,2.08442500134
November,2004,1/11/2004,1.08888888889,0.75,0.709677419355,1.83572234916,1.27747580973,1.02212771082
September,2006,1/9/2006,0.9375,0.695652173913,0.7,1.1709371247,1.12035641102,0.9
April,2004,1/4/2004,1.37254901961,0.804347826087,0.846153846154,2.45716865848,1.54102683465,1.44183753021
May,2004,1/5/2004,1.33333333333,0.820512820513,0.777777777778,2.4404006957,1.66212398673,1.29338296965
January,2013,1/1/2013,1.22448979592,0.75,0.769230769231,2.34098624012,1.97167441531,1.14268102334
March,2007,1/3/2007,1.16216216216,0.758620689655,0.724137931034,1.86740915353,1.24997027313,1.20047553004
June,2001,1/6/2001,1.32,0.878048780488,0.857142857143,2.50950194262,1.81047254243,2.044405008
April,2009,1/4/2009,1.05882352941,0.740740740741,0.695652173913,1.4741134219,1.17355403835,0.952560969574
January,2002,1/1/2002,1.24528301887,0.780487804878,0.790697674419,2.28122493061,1.89366331159,1.43960814331
June,2012,1/6/2012,1.35416666667,0.871794871795,1.0,2.27751311132,1.34315906192,2.04781551588
August,2013,1/8/2013,1.13461538462,0.790697674419,0.757575757576,1.93180710689,1.70577868101,1.32642840171
March,2016,1/3/2016,1.59090909091,0.961538461538,1.0,3.78984797299,2.45702711595,2.22383779657
October,2008,1/10/2008,1.10526315789,0.8,0.72,1.88887983631,1.51437555888,1.11427106217
July,2005,1/7/2005,1.06060606061,0.75,0.769230769231,1.65033318839,1.25996031684,1.28025515208
February,2003,1/2/2003,1.39655172414,0.934782608696,0.791666666667,3.14554778505,2.67355953831,1.93604335925
January,2017,1/1/2017,2.29824561404,1.47916666667,1.27659574468,4.81578148467,3.87292731306,3.24661609536
November,2010,1/11/2010,1.10810810811,0.645161290323,0.7,1.5207356645,0.934927532012,0.971253485622
February,2014,1/2/2014,1.40740740741,0.888888888889,0.782608695652,2.81871075414,2.44242340694,1.41287624428
December,2006,1/12/2006,1.18181818182,0.666666666667,0.76,1.65976532577,0.977525219908,1.36469776874
May,2014,1/5/2014,1.16666666667,0.785714285714,0.731707317073,2.36290781313,1.90907250337,1.23019709394
September,2003,1/9/2003,1.29545454545,0.828571428571,0.823529411765,2.59877196046,1.55812550908,1.99219932022
March,2009,1/3/2009,1.0487804878,0.758620689655,0.724137931034,2.01156679029,1.22207207908,1.50622963226
June,2010,1/6/2010,1.15151515152,0.777777777778,0.772727272727,1.84425746118,1.61780219762,1.08426004017
May,2001,1/5/2001,1.33928571429,0.863636363636,0.840909090909,2.70763989029,1.5896098591,1.95335587478
January,2008,1/1/2008,1.29268292683,0.903225806452,0.833333333333,2.39148797888,1.97328674093,1.50738920728
March,2004,1/3/2004,1.10638297872,0.685714285714,0.823529411765,2.16582786052,1.58152600035,1.40316005199
June,2006,1/6/2006,1.06451612903,0.708333333333,0.727272727273,1.47965741177,0.9344858955,1.21287855128
July,2011,1/7/2011,1.16,0.875,0.676470588235,2.28350607619,2.11172322997,1.04938604558
August,2000,1/8/2000,1.1568627451,0.80487804878,0.787878787879,2.67429704174,2.32923636806,1.55227254241
November,2016,1/11/2016,1.56923076923,0.981481481481,0.907407407407,3.77428232921,2.62107371793,2.54054906954
July,2006,1/7/2006,1.05555555556,0.7,0.708333333333,1.73115960565,1.03762549442,1.13575109754
February,2004,1/2/2004,1.34782608696,0.783783783784,0.868421052632,2.89840579348,2.33811121664,1.48980840576
December,2012,1/12/2012,1.18367346939,0.90243902439,0.7,2.03713954506,1.51101448797,1.1874342087
November,2015,1/11/2015,1.72413793103,1.05769230769,1.0,3.54183423865,2.29894174265,2.43127767051
September,2013,1/9/2013,1.30612244898,0.846153846154,0.756097560976,2.508793365,2.03228381748,1.32113195746
December,2001,1/12/2001,1.49056603774,0.847826086957,0.975609756098,2.49998220001,1.47393869415,1.84109994798
May,2011,1/5/2011,1.61538461538,0.840909090909,1.09302325581,3.05811559721,2.33494385584,1.89016983965
September,2000,1/9/2000,1.17391304348,0.842105263158,0.785714285714,2.3802114249,1.8140724147,1.71874420222
March,2014,1/3/2014,1.1724137931,0.767441860465,0.744680851064,2.37906045664,1.82791289424,1.2626902234
April,2002,1/4/2002,1.28888888889,0.861111111111,0.818181818182,2.4002057525,1.90252431402,1.60405821429
January,2011,1/1/2011,1.2972972973,0.714285714286,0.823529411765,1.78378378378,1.22057196362,1.14969531092
June,2011,1/6/2011,1.44680851064,0.861111111111,0.948717948718,2.92319055244,2.38225823978,1.66331022977
July,2012,1/7/2012,1.19565217391,0.810810810811,0.806451612903,2.06017691534,1.5038300263,1.51166122759
August,2003,1/8/2003,1.44444444444,0.945945945946,0.789473684211,2.67129228448,1.72338362886,1.6883173613
October,2002,1/10/2002,1.28,0.809523809524,0.810810810811,2.48225703746,1.88019876404,1.5038300263
February,2009,1/2/2009,1.0,0.769230769231,0.7,2.0121581667,1.60066554205,1.50886270637
December,2015,1/12/2015,1.65151515152,0.944444444444,1.03571428571,4.12491478054,2.53433216177,2.95782428312
November,2000,1/11/2000,1.26,0.880952380952,0.742857142857,2.36482557496,1.76206562972,1.42112344177
September,2010,1/9/2010,1.09090909091,0.703703703704,0.653846153846,1.54456302271,1.29999472406,0.958456599567
