Country,Month,Year,Average Policy Change, Standard Deviation
Canada,May,2008,-0.00497569628247,0.0319308245211
Germany,May,2008,0.0111416149541,0.0435540489519
Spain,May,2008,-0.0331798679341,0.0357799436878
Netherlands,May,2008,0.017390460027,0.0491090623167
Hungary,May,2008,-0.0657850145202,0.12443798553
France,May,2008,-0.0205922984362,0.0412824678102
Norway,May,2008,0.01791731249,0.0241955053805
USA (EOIR),May,2008,0.00548199182357,0.0273555132989
Finland,May,2008,0.0137970964164,0.0
Sweden,May,2008,-0.0163756353552,0.0519878183719
Australia,May,2008,-0.000404077213112,0.012884588127
Bulgaria,May,2008,0.00161751752939,0.0
Czech Rep.,May,2008,-0.0608701461977,0.036584431912
Cyprus,May,2008,-0.157217029848,0.226998641725
Austria,May,2008,-0.00364385495923,0.00841066014936
Japan,May,2008,0.0464514079193,0.0
Ireland,May,2008,-0.0083932407097,0.0
USA (INS/DHS),May,2008,0.00311380482035,0.0328511443547
Belgium,May,2008,0.000362472059911,0.0151233276334
Denmark,May,2008,0.00543796339394,0.000176373309751
Poland,May,2008,-0.115056061443,0.0
Switzerland,May,2008,0.006916621513,0.027298144919
Italy,May,2008,0.0798112626865,0.0864754083818
Malta,May,2008,-0.0414934103933,0.0207779171676
United Kingdom of Great Britain and Northern Ireland,May,2008,-0.0151674796266,0.033549356667
Greece,May,2008,-0.0144912355267,0.055059354958
Canada,March,2003,-0.0250147423382,0.0677024877088
Germany,March,2003,-0.0174576833074,0.055421622688
Spain,March,2003,-0.0171998176104,0.025122626739
Netherlands,March,2003,0.00996662821405,0.0393695146199
France,March,2003,0.0500672007752,0.0434226367723
Slovakia,March,2003,-0.0508507376724,0.0623502338806
Norway,March,2003,0.0225871955003,0.0386508394339
USA (EOIR),March,2003,0.0177110153753,0.0265532015477
Finland,March,2003,-0.0234594317123,0.0930174037502
Sweden,March,2003,-0.0174095177092,0.0960616846481
Australia,March,2003,0.0134756737742,0.000162802865359
Czech Rep.,March,2003,0.0167435831946,0.0521135496459
Cyprus,March,2003,-0.0355253884657,0.0
Austria,March,2003,-0.0146385432941,0.038507840416
Hungary,March,2003,-0.040914433859,0.0217002805243
Luxembourg,March,2003,-0.00606867002118,0.0
Ireland,March,2003,0.00901953407054,0.0289319798567
USA (INS/DHS),March,2003,0.0272890849683,0.0526191342444
Belgium,March,2003,-0.00692100131133,0.0220677186314
Denmark,March,2003,0.00943070650818,0.00683430463161
Poland,March,2003,0.0302311999943,0.0498643441047
Switzerland,March,2003,-0.0186886978575,0.0411086641858
United Kingdom of Great Britain and Northern Ireland,March,2003,-0.0621622774136,0.100737399079
Greece,March,2003,0.023962715685,0.0198077432465
Canada,April,2013,-0.101091413725,0.174878701497
Montenegro,April,2013,-0.0201741403976,0.0
Germany,April,2013,0.00511952733796,0.0674384133195
Spain,April,2013,0.0324285219743,0.0247941288526
Netherlands,April,2013,8.00415006664e-05,0.0249913638024
Hungary,April,2013,0.0917398827749,0.0908152746481
France,April,2013,-0.00373884992269,0.0507751569835
Norway,April,2013,-0.00259631167901,0.00757228130853
USA (EOIR),April,2013,0.0676010928024,0.0556172016807
Finland,April,2013,-0.00586272706376,0.0
Sweden,April,2013,-0.0174965247441,0.0539913639802
Australia,April,2013,-0.0316799530303,0.0496049877943
Bulgaria,April,2013,-0.0158390968809,0.018583230582
Cyprus,April,2013,-0.00395508825378,0.0
Austria,April,2013,0.00577002073139,0.0335215982546
Japan,April,2013,0.0428621965243,0.069776948524
USA (INS/DHS),April,2013,-0.00288562885292,0.0748288105493
Belgium,April,2013,-0.0170772625339,0.0240278047291
Denmark,April,2013,-0.00553012507957,0.0162881580622
Poland,April,2013,0.0100849002029,0.111271732188
Switzerland,April,2013,-0.00175799337308,0.0278457040925
Italy,April,2013,-0.00838910621305,0.042089963568
Malta,April,2013,0.0156089261742,0.0470513897074
United Kingdom of Great Britain and Northern Ireland,April,2013,-0.00398681539315,0.028996973015
Greece,April,2013,-0.0233625533496,0.0349953293852
Canada,September,2016,0.0333467696885,0.0648739273069
Japan,September,2016,0.00502582764238,0.0427266340346
Germany,September,2016,0.0420197463015,0.0840145206031
Spain,September,2016,0.0259725136702,0.0157334956374
Netherlands,September,2016,0.0193012294557,0.0727381923784
France,September,2016,-0.00152690256252,0.0845978943692
Norway,September,2016,0.00113665963952,0.0
USA (EOIR),September,2016,-0.234006500503,0.227072803094
Finland,September,2016,-0.00465704157596,0.00684527404797
Sweden,September,2016,-0.000369747090719,0.0142295538744
Australia,September,2016,-0.258767301976,0.363122679156
Bulgaria,September,2016,0.011473042134,0.00711158497603
Romania,September,2016,0.00253453852886,0.0
Czech Rep.,September,2016,0.017451534576,0.0
Portugal,September,2016,0.00197896466781,0.0
Cyprus,September,2016,0.00246097448524,0.0
Austria,September,2016,-0.0143621161249,0.0210972225165
Hungary,September,2016,-0.0489627951446,0.0251535612495
USA (INS/DHS),September,2016,0.0777604625284,0.17004197975
Belgium,September,2016,0.00256490776621,0.0088102924269
Denmark,September,2016,-0.000824514527713,0.00132778427632
Poland,September,2016,-0.108631968325,0.101946859204
Croatia,September,2016,0.000922019809704,0.000422920331924
Switzerland,September,2016,-0.0123816378176,0.0201987762514
Italy,September,2016,0.0193762464561,0.0516141697051
Malta,September,2016,-0.0405875800613,0.0
United Kingdom of Great Britain and Northern Ireland,September,2016,-0.00100339555713,0.0221873674105
Greece,September,2016,-0.0185512361386,0.0103830361375
Rep. of Korea,September,2016,-0.0112344353015,0.0225868669079
Canada,January,2006,0.00245679912229,0.0505431597136
Slovenia,January,2006,-0.0112961867841,0.0
Germany,January,2006,-0.0112552374489,0.032592950594
Spain,January,2006,-0.106324967335,0.104221740639
Netherlands,January,2006,0.0211650078554,0.0951438251088
France,January,2006,-0.0030606018238,0.0844344107912
Norway,January,2006,0.00284978243491,0.0124179967355
USA (EOIR),January,2006,0.00300422651691,0.0784349187305
Finland,January,2006,0.012753674471,0.00417121691338
Sweden,January,2006,0.00226105798285,0.0444717660527
Australia,January,2006,-0.010747004094,0.0
Czech Rep.,January,2006,-0.141087997571,0.154976286684
Cyprus,January,2006,-0.0430023237363,0.0234730574153
Austria,January,2006,-0.0637010348682,0.0402740500511
Ireland,January,2006,0.027002056948,0.021517832859
USA (INS/DHS),January,2006,-0.0224321165016,0.0618048048637
Belgium,January,2006,-0.0115714663071,0.11447464117
Poland,January,2006,-0.0619708022182,0.0
Switzerland,January,2006,0.00598147744738,0.0319620564254
Malta,January,2006,-0.0532566721016,0.0
United Kingdom of Great Britain and Northern Ireland,January,2006,0.0276301562234,0.0540151244215
Greece,January,2006,0.0389816768947,0.0617242859232
Canada,June,2008,0.000998732500183,0.0715801394289
Germany,June,2008,0.00718139223709,0.0374999100567
Spain,June,2008,-0.0649898950674,0.0599330162074
Netherlands,June,2008,0.0103967344444,0.0610489764129
Hungary,June,2008,-0.00927354562763,0.0180604548405
France,June,2008,0.0248600403277,0.0577483493288
Norway,June,2008,0.0103267136827,0.0211566733795
USA (EOIR),June,2008,-0.02227169129,0.0558510665998
Finland,June,2008,0.00820128879657,0.0
Sweden,June,2008,-0.0308163456574,0.0482508221985
Australia,June,2008,-0.003920396948,0.0102088839529
Bulgaria,June,2008,-0.00671275611802,0.0
Czech Rep.,June,2008,-0.012656496426,0.0544866435193
Cyprus,June,2008,-0.0415129686749,0.0283976612808
Austria,June,2008,-0.00717710030975,0.021199106084
Japan,June,2008,0.00469810335827,0.0
Ireland,June,2008,-0.00583922176872,0.0
USA (INS/DHS),June,2008,-0.0234652382687,0.0601660183402
Belgium,June,2008,0.00110859757819,0.0188419406063
Denmark,June,2008,0.00207972022738,0.0
Poland,June,2008,-0.0451346851387,0.0
Switzerland,June,2008,0.0254853041765,0.032930645208
Italy,June,2008,0.0407688326201,0.0945357180835
Malta,June,2008,0.0212037433353,0.0
United Kingdom of Great Britain and Northern Ireland,June,2008,-0.0129774183065,0.0334881968824
Greece,June,2008,-0.00647200375728,0.0801860524021
Canada,August,2009,-0.0821078967824,0.17715405447
Germany,August,2009,0.0310557629355,0.0431260233722
Spain,August,2009,0.00526009029537,0.0
Netherlands,August,2009,-0.0116223320701,0.0284526292899
Hungary,August,2009,-0.00632901461646,0.0347920622045
France,August,2009,-0.00616144221364,0.0676568548061
Norway,August,2009,0.0251866272012,0.0288773961116
USA (EOIR),August,2009,-0.0586128886458,0.0815461367499
Finland,August,2009,0.0128105498415,0.0389191531436
Sweden,August,2009,0.0488292023294,0.0481828906476
Australia,August,2009,0.0492669435456,0.0650971821892
Austria,August,2009,-0.0101580742106,0.0275115887906
Japan,August,2009,-0.00663363171355,0.0
Ireland,August,2009,0.0122003459851,0.0
USA (INS/DHS),August,2009,0.0244753679905,0.0686119007952
Belgium,August,2009,0.0157316244588,0.024198953167
Denmark,August,2009,0.0117211639176,0.0
Poland,August,2009,0.180469338961,0.113325396246
Switzerland,August,2009,-0.00603106982439,0.0227794642553
Italy,August,2009,-0.113816258293,0.087033939972
Malta,August,2009,0.0169136474068,0.0227495925821
United Kingdom of Great Britain and Northern Ireland,August,2009,-0.0127728346804,0.0543473423438
Greece,August,2009,-0.113786659911,0.104918239268
Canada,October,2012,-0.0101011367364,0.0492154867851
Lithuania,October,2012,-0.017008947889,0.0
Japan,October,2012,0.0022758923235,0.0
Germany,October,2012,0.0366899766664,0.127363174266
Netherlands,October,2012,0.00185014803522,0.0113507812487
France,October,2012,-0.00260340927935,0.0554031101791
Norway,October,2012,0.00820492111276,0.032749243243
USA (EOIR),October,2012,-0.00247830845416,0.0544824846516
Finland,October,2012,-0.000638988132661,0.0
Sweden,October,2012,0.000987755153727,0.106321699681
Australia,October,2012,-0.0196801650912,0.0532794729158
Bulgaria,October,2012,0.0189357773559,0.0
Romania,October,2012,-0.0585279760269,0.0419089227355
Cyprus,October,2012,-0.0122901243657,0.0
Austria,October,2012,0.00546818619505,0.0269678880782
Hungary,October,2012,0.006022844571,0.000721414743496
Luxembourg,October,2012,-0.0905391618765,0.114494021004
USA (INS/DHS),October,2012,0.00879766001401,0.0502872816629
Belgium,October,2012,-0.00212375512456,0.0336969923814
Poland,October,2012,0.0362108931996,0.0155814635537
Croatia,October,2012,0.00214656265902,0.00161847631476
Switzerland,October,2012,-0.0268725733487,0.0620684527044
Italy,October,2012,0.0151376288677,0.0944334632729
Malta,October,2012,-0.0666209325544,0.0395051799438
United Kingdom of Great Britain and Northern Ireland,October,2012,0.00787707245311,0.0581173096132
Denmark,October,2012,-0.00432437040883,0.0107557606309
Greece,October,2012,0.0146856064007,0.0274344391206
Canada,July,2001,0.0173596531366,0.0438500936446
Slovenia,July,2001,0.00226300680853,0.0
Germany,July,2001,-0.00317204696531,0.0402589728191
Spain,July,2001,0.0263382162962,0.0898037431577
Netherlands,July,2001,-0.018699721323,0.0252455664958
New Zealand,July,2001,-0.246262207242,0.0
France,July,2001,-0.00294523282731,0.0361836519343
Slovakia,July,2001,0.00297945650411,0.0109118693541
Norway,July,2001,0.0916409676032,0.14232482258
USA (EOIR),July,2001,-0.00439666749223,0.0352552734607
Sweden,July,2001,0.0249629239478,0.0454479931082
Australia,July,2001,-0.0154249673126,0.0148288427826
Czech Rep.,July,2001,0.0332693591763,0.100801873831
Cyprus,July,2001,-0.00795669971862,0.0
Austria,July,2001,0.0218167289119,0.0590019123829
Hungary,July,2001,0.00475927862632,0.0499796250267
United Kingdom of Great Britain and Northern Ireland,July,2001,-0.0223173727929,0.0521207009584
Ireland,July,2001,0.0127984906523,0.0245950962104
USA (INS/DHS),July,2001,-0.0138788965566,0.0337146551067
Belgium,July,2001,0.00172391587042,0.0491928546013
Poland,July,2001,-0.0467456668599,0.00238702250127
Switzerland,July,2001,0.00704771592216,0.0209377200487
Denmark,July,2001,-0.0481811386167,0.0914942097126
Greece,July,2001,0.0235662593318,0.0137396790316
Canada,August,2006,0.0467529353777,0.0760727201279
Germany,August,2006,-0.00413104639707,0.0575055115711
Spain,August,2006,-0.0373329581943,0.047891534566
Netherlands,August,2006,-0.052794634224,0.0627582081038
Hungary,August,2006,0.000354686073069,0.00936902622617
France,August,2006,-0.0472687119525,0.0757009284687
Slovakia,August,2006,0.0597205287283,0.121732700625
Norway,August,2006,0.00188485722008,0.0157118712947
USA (EOIR),August,2006,-0.0263463958667,0.0250461403718
Finland,August,2006,0.0651162790698,0.0
Sweden,August,2006,0.0353823284536,0.0519168084032
Australia,August,2006,-0.00605443400321,0.0211991651109
Czech Rep.,August,2006,0.00658531568998,0.349299408227
Cyprus,August,2006,-0.0134019424271,0.00796513242558
Austria,August,2006,0.00510114046506,0.0267502764208
Japan,August,2006,0.0268965517241,0.0
United Kingdom of Great Britain and Northern Ireland,August,2006,0.00523734142614,0.0398775612828
Ireland,August,2006,-0.0500696971519,0.0636555763822
USA (INS/DHS),August,2006,0.0208653415111,0.0977080532855
Belgium,August,2006,-0.0034994463556,0.0165574554631
Denmark,August,2006,0.00752196411572,0.0
Poland,August,2006,0.0442679529402,0.0
Switzerland,August,2006,-0.00395107219923,0.0160427042668
Malta,August,2006,-0.0662129745515,0.0
Greece,August,2006,-0.0196106516776,0.032676975906
Canada,October,2001,-0.0116129691688,0.0394780899197
Slovenia,October,2001,-0.0191765993068,0.0
Germany,October,2001,0.00285664934917,0.0460515658487
Spain,October,2001,0.0435372740213,0.0703982706304
Netherlands,October,2001,0.00904455760534,0.0285177461865
New Zealand,October,2001,0.0884642604388,0.0
France,October,2001,-0.00122933164808,0.0437503238484
Slovakia,October,2001,0.0120526909509,0.0295915587944
Norway,October,2001,-0.00322074206136,0.116271233164
USA (EOIR),October,2001,0.00142431953394,0.0518983637818
Sweden,October,2001,0.0516336953698,0.10780526392
Australia,October,2001,-0.0210649717181,0.0685557420709
Czech Rep.,October,2001,-0.0413845239417,0.0642920929152
Cyprus,October,2001,0.00521680895099,0.0
Austria,October,2001,0.0113578533866,0.0530651500331
Hungary,October,2001,0.0161977869092,0.0313789342489
United Kingdom of Great Britain and Northern Ireland,October,2001,0.00214627324469,0.0510232337349
Ireland,October,2001,0.00156350283022,0.0386048947321
USA (INS/DHS),October,2001,-0.0650483139577,0.0526538273317
Belgium,October,2001,0.00382375129872,0.0304642068462
Poland,October,2001,-0.0146578356179,0.0194351673805
Switzerland,October,2001,-0.00152958773313,0.0191041064455
Denmark,October,2001,-0.00373309153505,0.0199552273316
Greece,October,2001,-0.00614381442676,0.01004283341
Canada,February,2010,-0.00925707991472,0.0889146331331
Germany,February,2010,0.00841043774225,0.0494349780355
Spain,February,2010,0.00441410515348,0.0
Netherlands,February,2010,0.0326690862384,0.0686947961936
Hungary,February,2010,-0.0298747100244,0.0165595810422
France,February,2010,0.0590037097389,0.086554683129
Norway,February,2010,-0.0416042951511,0.0589132393201
USA (EOIR),February,2010,0.0335246354206,0.0550408701335
Finland,February,2010,-0.0298085561972,0.0618533967664
Sweden,February,2010,0.0162269028928,0.0608224450249
Australia,February,2010,0.0556761790688,0.0669398591091
Cyprus,February,2010,-0.16352422771,0.159599815169
Austria,February,2010,-0.0198607942255,0.0191699339182
Japan,February,2010,-0.0945146938298,0.0
Ireland,February,2010,0.0195925725038,0.0
USA (INS/DHS),February,2010,-0.00706023504446,0.0587229149998
Belgium,February,2010,0.0700298320379,0.181948398039
Denmark,February,2010,0.0223117705609,0.0311370326632
Poland,February,2010,-0.168868067189,0.106763019676
Switzerland,February,2010,0.0135465436062,0.0546389344678
Italy,February,2010,-0.0793693605449,0.113814311468
Malta,February,2010,-0.0572585309427,0.0
United Kingdom of Great Britain and Northern Ireland,February,2010,0.0192099038693,0.0436061189429
Greece,February,2010,-0.0187809507187,0.0655670239399
Canada,December,2010,0.00202138956604,0.0376166213884
Lithuania,December,2010,0.0323769254002,0.0
Germany,December,2010,-0.0250921994939,0.0799372610261
Spain,December,2010,-0.183239171375,0.0
Netherlands,December,2010,-0.00799216492629,0.0329137542915
France,December,2010,0.0200525465399,0.0696144684284
Norway,December,2010,-0.00625841091133,0.0291326449914
USA (EOIR),December,2010,0.00773146776509,0.0363149259018
Finland,December,2010,-0.00127176680841,0.00394962750057
Sweden,December,2010,0.000958734585233,0.0718112850105
Australia,December,2010,-0.0269144194323,0.0527228897716
Bulgaria,December,2010,0.00432150473549,0.0
Cyprus,December,2010,0.13079052636,0.0
Austria,December,2010,-0.00243197787882,0.00546308530606
Hungary,December,2010,-0.0122579987045,0.00701954120369
United Kingdom of Great Britain and Northern Ireland,December,2010,-0.0210285031557,0.0342904737236
Luxembourg,December,2010,0.00607321699608,0.0
USA (INS/DHS),December,2010,0.0172284403997,0.031440627901
Belgium,December,2010,0.0324896200173,0.0464692907909
Denmark,December,2010,-0.0121869369341,0.0221338308978
Poland,December,2010,0.0185258561623,0.0162204096708
Switzerland,December,2010,-0.00595922094223,0.0138662390486
Italy,December,2010,-0.0407939768542,0.0682075230527
Greece,December,2010,-0.0678499352481,0.0705527945414
Canada,November,2005,0.0165047105467,0.0289525089786
Slovenia,November,2005,-0.0126076958172,3.61543303058e-05
Germany,November,2005,0.0179938954881,0.0400891916017
Spain,November,2005,0.0805298472048,0.092263933838
Hungary,November,2005,0.00439060490936,0.00669432924553
France,November,2005,-0.0548568048007,0.0869027124713
Slovakia,November,2005,0.0158790244256,0.0250992352875
Norway,November,2005,0.00603093811586,0.0172564933397
USA (EOIR),November,2005,-0.00779198660469,0.0377546349142
Finland,November,2005,-0.0207310330464,0.024047764655
Sweden,November,2005,0.00618919007878,0.0750869627494
Australia,November,2005,0.00101760384892,0.0300359820235
Czech Rep.,November,2005,0.00679714519482,0.0794790068654
Cyprus,November,2005,-0.0225789584411,0.0357930215078
Austria,November,2005,0.0232104680229,0.0653798652594
Japan,November,2005,0.153605461528,0.0
Luxembourg,November,2005,-0.00125937802422,0.0
Ireland,November,2005,-0.00610256640057,0.0140142149901
USA (INS/DHS),November,2005,-0.00653951841977,0.0441743691472
Belgium,November,2005,0.00337797090375,0.0313815514731
Denmark,November,2005,-0.002983819201,0.000883935335566
Poland,November,2005,-0.0116334923297,0.0
Switzerland,November,2005,0.00706349085594,0.0393564755442
Malta,November,2005,0.105114457761,0.0897146107526
Netherlands,November,2005,0.0473250046057,0.0923390422847
United Kingdom of Great Britain and Northern Ireland,November,2005,-0.0282851468644,0.0455577297494
Greece,November,2005,0.003016114103,0.0312643264574
Canada,September,2007,0.0787040344688,0.111667458148
Bosnia and Herzegovina,September,2007,-0.0612283515132,0.0
Germany,September,2007,0.00803328238326,0.0397468707896
Spain,September,2007,-0.0569978659643,0.0683388762267
Netherlands,September,2007,0.0128008147882,0.0145090532194
Hungary,September,2007,-0.00296721161358,0.0301236787196
France,September,2007,-0.0291947710362,0.0461275332977
Slovakia,September,2007,-0.0345825831023,0.0095235675102
Norway,September,2007,0.0189252299878,0.0170213745393
USA (EOIR),September,2007,-0.02997884533,0.104882286635
Sweden,September,2007,0.00150799400538,0.0811182980602
Australia,September,2007,-0.00997812116817,0.0465383486186
Bulgaria,September,2007,-0.0032349083158,0.0
Cyprus,September,2007,-0.0574483182497,0.0850791627783
Austria,September,2007,-0.00343677575138,0.0356630437431
Japan,September,2007,-0.0601079589269,0.0
Ireland,September,2007,-0.0178146739317,0.0
USA (INS/DHS),September,2007,-0.019039709091,0.0922460685142
Belgium,September,2007,-0.0181976274171,0.0247825898131
Poland,September,2007,0.244528520735,0.0
Switzerland,September,2007,-0.111944366235,0.229058866336
United Kingdom of Great Britain and Northern Ireland,September,2007,0.0138218301766,0.0406548875229
Denmark,September,2007,-0.00302072800809,0.0
Greece,September,2007,-0.0301946513407,0.0651774361264
Canada,May,2005,-0.0389566966943,0.07997248412
Slovenia,May,2005,0.00942839113292,0.00861664040536
Germany,May,2005,-0.00320447393676,0.0417645161182
Spain,May,2005,0.0469775078206,0.105471757011
Netherlands,May,2005,-0.00120864440503,0.0281257601825
Hungary,May,2005,-0.0291992913595,0.0
France,May,2005,0.0136509000403,0.041336348423
Slovakia,May,2005,-0.00454688688817,0.0415196138166
Norway,May,2005,-0.00867738327187,0.0181217422639
USA (EOIR),May,2005,0.0632770958035,0.0854555741008
Finland,May,2005,-0.0107643717552,0.0743802086503
Sweden,May,2005,0.00496362952676,0.0463977319203
Australia,May,2005,0.020543469146,0.0116193992745
Czech Rep.,May,2005,0.00257272701629,0.0167232958988
Cyprus,May,2005,0.00901601281673,0.115744247227
Austria,May,2005,0.00740520464167,0.0339350703463
Ireland,May,2005,0.0117787222975,0.0691653294283
USA (INS/DHS),May,2005,-0.0184756159305,0.0769385677036
Belgium,May,2005,-0.00716580379975,0.0408604494734
Poland,May,2005,-0.0454002700717,0.0
Switzerland,May,2005,0.00569203195046,0.0284572367369
Malta,May,2005,-0.0604728760666,0.0130869944836
United Kingdom of Great Britain and Northern Ireland,May,2005,-0.0103794476936,0.0562767380163
Denmark,May,2005,-0.00837073493392,0.0
Greece,May,2005,-0.012702771144,0.0456216340487
Canada,January,2012,-0.0207857871538,0.0752266941842
Japan,January,2012,-0.0857292113659,0.0
Germany,January,2012,0.0199585914974,0.0434731861375
Netherlands,January,2012,-0.0101421474451,0.035371895806
France,January,2012,0.0122819119807,0.0619332508762
Norway,January,2012,-0.00197973048086,0.00722912444185
USA (EOIR),January,2012,0.0652078047233,0.0591768029759
Finland,January,2012,-0.00553776166728,0.0
Australia,January,2012,0.0111413781552,0.0403969147193
Romania,January,2012,0.0495988689419,0.0
Sweden,January,2012,-0.00946187697402,0.0490931738179
Austria,January,2012,-0.00295988037749,0.0161297254998
United Kingdom of Great Britain and Northern Ireland,January,2012,0.0142861637318,0.0357165879331
Luxembourg,January,2012,-0.0390996117391,0.0405064328148
USA (INS/DHS),January,2012,0.0125450155566,0.0636038545264
Belgium,January,2012,-0.0115034707532,0.0811058164221
Denmark,January,2012,0.00712222661632,0.0102294916137
Poland,January,2012,-0.0726088134348,0.00212276330948
Switzerland,January,2012,0.0561248811916,0.0681345608256
Italy,January,2012,-0.179287638629,0.213821259689
Greece,January,2012,-0.019295044861,0.023920011156
Rep. of Korea,January,2012,0.00319272308656,0.0
Canada,March,2000,-0.0375610573448,0.0584854241598
Slovenia,March,2000,0.0827605202515,0.0
Germany,March,2000,-0.0175372454318,0.0399196903145
Spain,March,2000,-0.0190218371915,0.020702268692
Netherlands,March,2000,-0.0239480156964,0.0510249462682
France,March,2000,0.00646344884328,0.049384368839
Norway,March,2000,-0.0116319825742,0.021291566684
USA (EOIR),March,2000,-0.0479018424456,0.0974012313242
Finland,March,2000,0.0164383749784,0.210579170781
Sweden,March,2000,-0.00886161215187,0.0142843429652
Australia,March,2000,-0.0209170636403,0.0730219323921
Czech Rep.,March,2000,-0.0114747729937,0.0236951197781
Austria,March,2000,-0.0132211438509,0.0395497619708
Hungary,March,2000,0.0333107352138,0.0481087109126
Luxembourg,March,2000,0.00678736794507,0.0
Ireland,March,2000,-0.0329638497742,0.046060184035
USA (INS/DHS),March,2000,0.184601305362,0.104320081259
Belgium,March,2000,-0.0615638720881,0.133660349304
Switzerland,March,2000,-0.00369478937664,0.0176830696665
United Kingdom of Great Britain and Northern Ireland,March,2000,0.00161827773551,0.0652048272469
Denmark,March,2000,0.018523669055,0.108672970378
Greece,March,2000,0.0785583790509,0.0998052871501
Canada,June,2002,0.0108750657535,0.144812492719
Germany,June,2002,0.0065061066164,0.0552320476693
Spain,June,2002,-0.171379507626,0.248904472606
Netherlands,June,2002,-0.021983278982,0.032922866922
France,June,2002,0.0136900391793,0.0403509192191
Norway,June,2002,-0.0175271965611,0.0508057499575
USA (EOIR),June,2002,0.0178822107475,0.101493742033
Finland,June,2002,0.324977277926,0.0
Sweden,June,2002,-0.0347242231083,0.0519107308589
Australia,June,2002,0.0260036862649,0.0659337058818
Czech Rep.,June,2002,-0.0455688754002,0.0322428694032
Austria,June,2002,0.0255031720115,0.0526988491694
Hungary,June,2002,-0.018332352925,0.0382212976035
Ireland,June,2002,-0.0325181769599,0.0359375963805
USA (INS/DHS),June,2002,0.0222311075493,0.0544964762407
Belgium,June,2002,-0.0188825784752,0.0420656508125
Denmark,June,2002,-0.0133910749716,0.00917204632972
Switzerland,June,2002,0.0038384742987,0.0363270258475
United Kingdom of Great Britain and Northern Ireland,June,2002,0.00907561672089,0.081635253438
Greece,June,2002,0.00567183105428,0.00294401382822
Canada,April,2008,0.0102466564778,0.107708311081
Germany,April,2008,0.00608984503529,0.0371383209804
Spain,April,2008,-0.00973349565353,0.0482292698966
Netherlands,April,2008,0.00690809185614,0.0406695053017
Hungary,April,2008,-0.0934545605787,0.159343094646
France,April,2008,0.0219657435437,0.0856989679628
Norway,April,2008,0.012137199431,0.0242712659965
USA (EOIR),April,2008,-0.000989241297809,0.0346963570509
Finland,April,2008,0.00362394200634,0.0046084488237
Sweden,April,2008,0.00765993426964,0.0665701923349
Australia,April,2008,0.0165490810724,0.0354575411989
Bulgaria,April,2008,-0.01011322758,0.0
Romania,April,2008,-0.0129969419535,0.0120575242774
Czech Rep.,April,2008,0.0126466842266,0.0604756817784
Cyprus,April,2008,-0.0683652754574,0.177101380406
Austria,April,2008,0.00881618791572,0.0562800049711
Japan,April,2008,0.0261051029895,0.0281085309343
Luxembourg,April,2008,0.0122065160298,0.0
Ireland,April,2008,-0.00592628047232,0.0162106783608
USA (INS/DHS),April,2008,-0.000758886460696,0.0446254199723
Belgium,April,2008,-0.014749154952,0.0491238818888
Denmark,April,2008,-0.000586553584948,0.00744590036317
Poland,April,2008,-0.0589411118024,0.0
Switzerland,April,2008,0.0210516202534,0.0356823956487
Italy,April,2008,0.03350571707,0.0894279220822
Malta,April,2008,0.0146338564001,0.0593764463411
United Kingdom of Great Britain and Northern Ireland,April,2008,-0.0144250504833,0.0514691604388
Greece,April,2008,-0.00287118921833,0.0776909456964
Canada,January,2001,-0.0310392133966,0.0473985432943
Slovenia,January,2001,-0.054239697334,0.0664258195043
Germany,January,2001,0.0154327985594,0.0612530078765
Spain,January,2001,0.0407842591542,0.0390740193949
Netherlands,January,2001,-0.0053793587818,0.0452308459268
France,January,2001,-0.00641256564369,0.0364714346964
Norway,January,2001,-0.0384011891947,0.047338101438
USA (EOIR),January,2001,0.0204887012587,0.0534657870218
Finland,January,2001,0.0016089866666,0.0
Sweden,January,2001,-0.0162887647724,0.0659748804537
Australia,January,2001,0.0063832474431,0.112564887866
Bulgaria,January,2001,-0.000419632840503,0.00920714297609
Czech Rep.,January,2001,0.0294334496678,0.0394069228681
Austria,January,2001,0.000981125391762,0.0304940891948
Hungary,January,2001,-0.0227771512212,0.0259009476161
Ireland,January,2001,-0.0294494450131,0.0284588572027
USA (INS/DHS),January,2001,0.0116404672142,0.0643030467556
Belgium,January,2001,-0.0709744480558,0.114195017259
Denmark,January,2001,0.0354898995153,0.0680561767739
Poland,January,2001,-0.00709040394166,0.0263946338646
Switzerland,January,2001,0.0113155602951,0.0231840975869
United Kingdom of Great Britain and Northern Ireland,January,2001,0.00142983363513,0.104137352607
Greece,January,2001,-0.194730972958,0.0
Canada,June,2013,-0.0256613012598,0.0539919294696
Montenegro,June,2013,-0.00115838922762,0.0409701175942
Germany,June,2013,0.0167229116725,0.0496717189001
Spain,June,2013,-0.00564977515055,0.0124546745088
Netherlands,June,2013,-0.00445402791689,0.0168720731842
Hungary,June,2013,0.0749732684868,0.094420252396
Cyprus,June,2013,-0.00477534902248,0.0
France,June,2013,-0.015784211907,0.114990509384
Norway,June,2013,-0.000666251476231,0.0110575356391
USA (EOIR),June,2013,0.0149067017168,0.0168995949363
Finland,June,2013,0.000291406412546,0.0
Sweden,June,2013,-0.0261303601251,0.0358163867781
Australia,June,2013,-0.00860393079541,0.0641438609932
Bulgaria,June,2013,0.0140184196537,0.0119764567742
Austria,June,2013,0.0189690840943,0.0351274988584
Japan,June,2013,-0.00128328737413,0.0352589589335
