Country,Month,Year, Day/month/year, Average Policy Change, Standard Deviation
Ireland,October,2001,1/10/2001,-0.00480118681131, 0.0184006549215
USA (INS/DHS),October,2001,1/10/2001,-0.0270874530251, 0.0372961456889
Belgium,October,2001,1/10/2001,-0.0116791125523, 0.0321508266651
Poland,October,2001,1/10/2001,-0.00136157071378, 0.00997695963263
Switzerland,October,2001,1/10/2001,0.00470636078726, 0.0165654707732
Cyprus,October,2001,1/10/2001,0.00156284463119, 0.005477392769
United Kingdom of Great Britain and Northern Ireland,October,2001,1/10/2001,-0.0058614544992, 0.0497219746847
Iceland,October,2001,1/10/2001,-0.00032984583958, 0.000241634866618
Denmark,October,2001,1/10/2001,-2.31165362746e-05, 0.0134325389097
Greece,October,2001,1/10/2001,-0.00509160077456, 0.0214705726493
Rep. of Korea,October,2001,1/10/2001,0.00012266277843, 0.00241445818799
Canada,February,2010,1/2/2010,-0.0136796923935, 0.0899776591283
Lithuania,February,2010,1/2/2010,-0.000303896381446, 0.00166579819714
Slovenia,February,2010,1/2/2010,-0.000612028975217, 0.000943905137303
Germany,February,2010,1/2/2010,0.00939855119556, 0.0356917315401
Spain,February,2010,1/2/2010,0.00114145459979, 0.00759308144126
Netherlands,February,2010,1/2/2010,0.0133317086569, 0.0451968858704
New Zealand,February,2010,1/2/2010,-0.00160870201761, 0.00332559095322
Turkey,February,2010,1/2/2010,-0.00391374558664, 0.0206572348169
Hungary,February,2010,1/2/2010,-0.00566809285191, 0.0201815633846
France,February,2010,1/2/2010,0.0182777233472, 0.144948459876
Slovakia,February,2010,1/2/2010,-0.00251430873384, 0.00405751769787
Norway,February,2010,1/2/2010,-0.0213984590317, 0.048478576024
USA (EOIR),February,2010,1/2/2010,0.00426431346733, 0.0412337400741
Finland,February,2010,1/2/2010,-0.000728547070479, 0.00707515458443
Liechtenstein,February,2010,1/2/2010,0.000141446729974, 0.00511206920714
Australia,February,2010,1/2/2010,0.0173766015871, 0.0349255478847
Bulgaria,February,2010,1/2/2010,0.00255963416933, 0.00692174703503
Romania,February,2010,1/2/2010,-0.000817342218662, 0.00312099572804
Czech Rep.,February,2010,1/2/2010,-0.000607740774698, 0.003099093478
Portugal,February,2010,1/2/2010,-2.14296660023e-06, 0.00192542904803
Cyprus,February,2010,1/2/2010,-0.000356652491062, 0.0106771008057
Sweden,February,2010,1/2/2010,0.0112068864054, 0.0497458435366
Austria,February,2010,1/2/2010,-0.0182111463423, 0.0289591433564
Japan,February,2010,1/2/2010,-0.00148758447649, 0.00336391767303
Luxembourg,February,2010,1/2/2010,0.00106986901159, 0.00533217723961
Ireland,February,2010,1/2/2010,-0.000721611271612, 0.00764446483003
USA (INS/DHS),February,2010,1/2/2010,0.00240102279811, 0.0491745608125
Belgium,February,2010,1/2/2010,0.043292236855, 0.150232230237
Denmark,February,2010,1/2/2010,0.00405819935705, 0.0246981374662
Poland,February,2010,1/2/2010,-0.0149579496729, 0.0599492529186
Switzerland,February,2010,1/2/2010,0.00415799646849, 0.0380284312863
Estonia,February,2010,1/2/2010,-0.000371763119968, 0.000267197684337
Italy,February,2010,1/2/2010,-0.0297434136761, 0.0737462428847
Malta,February,2010,1/2/2010,-0.00881477204037, 0.0155003060864
United Kingdom of Great Britain and Northern Ireland,February,2010,1/2/2010,0.00151470388699, 0.0427939655443
Iceland,February,2010,1/2/2010,-0.000313614090078, 0.000204845719411
Greece,February,2010,1/2/2010,-0.0225749258794, 0.0445663122061
Rep. of Korea,February,2010,1/2/2010,-0.000496861182898, 0.00246038564404
Canada,December,2010,1/12/2010,-0.00710425967311, 0.0213342797133
Lithuania,December,2010,1/12/2010,0.00504903739454, 0.0164946205579
Japan,December,2010,1/12/2010,0.000631630005399, 0.00694496210983
Slovenia,December,2010,1/12/2010,0.000876115365762, 0.0015490137857
Germany,December,2010,1/12/2010,-0.00126061974624, 0.0461113198166
Spain,December,2010,1/12/2010,-0.00116213376152, 0.00882741971995
Netherlands,December,2010,1/12/2010,0.0009937793942, 0.0314641709032
New Zealand,December,2010,1/12/2010,-0.000440882983435, 0.00109738124999
Turkey,December,2010,1/12/2010,0.0131194495277, 0.0346695399509
France,December,2010,1/12/2010,0.0206209293165, 0.0575539630953
Slovakia,December,2010,1/12/2010,-0.0008728398878, 0.00139582048751
Norway,December,2010,1/12/2010,-0.00573887325522, 0.0176768326299
USA (EOIR),December,2010,1/12/2010,-0.000731884448688, 0.0230041192745
Finland,December,2010,1/12/2010,2.44727369484e-05, 0.00396135029186
Sweden,December,2010,1/12/2010,-0.0113797389413, 0.0417610266397
Australia,December,2010,1/12/2010,0.00125740070556, 0.0222459579977
Bulgaria,December,2010,1/12/2010,-0.00039321473105, 0.00422287045463
Romania,December,2010,1/12/2010,-0.00127399764997, 0.00153364576192
Czech Rep.,December,2010,1/12/2010,0.00010300440069, 0.00203604313799
Portugal,December,2010,1/12/2010,0.000164943760007, 0.00236777704363
Liechtenstein,December,2010,1/12/2010,0.000507630115172, 0.00452279675101
Austria,December,2010,1/12/2010,-0.00167365521871, 0.0133953675135
Hungary,December,2010,1/12/2010,-0.002700242994, 0.0056296005968
Luxembourg,December,2010,1/12/2010,0.00136385565477, 0.00403839847491
Ireland,December,2010,1/12/2010,-0.00215006335361, 0.00436781413934
USA (INS/DHS),December,2010,1/12/2010,0.00211615924813, 0.0254844591032
Belgium,December,2010,1/12/2010,0.00608917634302, 0.0321526349546
Denmark,December,2010,1/12/2010,0.00225377660025, 0.0402228802673
Poland,December,2010,1/12/2010,0.00146219972082, 0.0111194669451
Croatia,December,2010,1/12/2010,0.00120769146402, 0.00268926465653
Switzerland,December,2010,1/12/2010,0.0018367887161, 0.0132141669566
Estonia,December,2010,1/12/2010,0.000176521983105, 0.00111616998924
Cyprus,December,2010,1/12/2010,0.0142804584172, 0.0273293152944
Italy,December,2010,1/12/2010,-0.00758970125698, 0.0195631255911
Malta,December,2010,1/12/2010,-0.00172130359557, 0.00497582106469
United Kingdom of Great Britain and Northern Ireland,December,2010,1/12/2010,-0.00033968527638, 0.0171393695916
Iceland,December,2010,1/12/2010,-0.000260966330039, 0.000423965808407
Greece,December,2010,1/12/2010,-0.0193156741101, 0.0287634859153
Rep. of Korea,December,2010,1/12/2010,0.00162989880102, 0.00648691960541
Canada,November,2005,1/11/2005,0.00871000825647, 0.0490866987812
Slovenia,November,2005,1/11/2005,-0.00372134288366, 0.0106145529831
Germany,November,2005,1/11/2005,0.0048684513061, 0.038333200316
Spain,November,2005,1/11/2005,0.00880949438469, 0.0346112246025
Netherlands,November,2005,1/11/2005,0.0170622440107, 0.0355604923309
New Zealand,November,2005,1/11/2005,0.000425875664604, 0.00263254652597
Hungary,November,2005,1/11/2005,-4.79962625397e-05, 0.00631896583191
France,November,2005,1/11/2005,-0.0446876476716, 0.0878552714767
Slovakia,November,2005,1/11/2005,0.0034189049333, 0.0155226045438
Norway,November,2005,1/11/2005,0.00241587040598, 0.0126792340822
USA (EOIR),November,2005,1/11/2005,-0.00399923444315, 0.00765847043832
Finland,November,2005,1/11/2005,-0.00436110366088, 0.0100210721137
Sweden,November,2005,1/11/2005,0.0112354882588, 0.0261126309639
Australia,November,2005,1/11/2005,-0.00259129261986, 0.00751916015223
Bulgaria,November,2005,1/11/2005,-0.00291073482894, 0.00743207376648
Romania,November,2005,1/11/2005,-0.000389845708998, 0.00403556320786
Czech Rep.,November,2005,1/11/2005,0.00453779041979, 0.0256771848852
Portugal,November,2005,1/11/2005,0.000731267007458, 0.00179863153128
Cyprus,November,2005,1/11/2005,-0.01162435974, 0.0269491984352
Liechtenstein,November,2005,1/11/2005,0.000453367741744, 0.00152189903092
Austria,November,2005,1/11/2005,0.0256806594539, 0.0715961725223
Japan,November,2005,1/11/2005,-0.000871555579758, 0.00220844932088
Luxembourg,November,2005,1/11/2005,-0.000751706140022, 0.00399137965009
Ireland,November,2005,1/11/2005,-0.00210427484703, 0.0141863128312
USA (INS/DHS),November,2005,1/11/2005,-0.00658044324273, 0.0221639809808
Belgium,November,2005,1/11/2005,0.00112474417818, 0.0146694054576
Poland,November,2005,1/11/2005,-0.00270158087771, 0.00760907624333
Switzerland,November,2005,1/11/2005,0.00287915417326, 0.0199417072503
Malta,November,2005,1/11/2005,0.012588602927, 0.0513446935005
United Kingdom of Great Britain and Northern Ireland,November,2005,1/11/2005,-0.0182740345895, 0.0428812024556
Iceland,November,2005,1/11/2005,0.000604513308763, 0.00256401799771
Denmark,November,2005,1/11/2005,-0.000965938589607, 0.00559719773087
Greece,November,2005,1/11/2005,0.00404477583828, 0.0291939665766
Rep. of Korea,November,2005,1/11/2005,-0.00282357743184, 0.00509571578449
Canada,September,2007,1/9/2007,0.0295656303264, 0.0891044225064
Lithuania,September,2007,1/9/2007,-0.000808981550276, 0.00174115526148
Slovenia,September,2007,1/9/2007,0.000383345958712, 0.00396663138111
Germany,September,2007,1/9/2007,-0.000865454054003, 0.0316207472777
Spain,September,2007,1/9/2007,-0.00564992399829, 0.0271835988537
Netherlands,September,2007,1/9/2007,-0.00149616903189, 0.00833790029313
New Zealand,September,2007,1/9/2007,-0.000196232079731, 0.00314121537586
Hungary,September,2007,1/9/2007,0.00302091790218, 0.0115826389462
France,September,2007,1/9/2007,-0.00467625449401, 0.0443029283558
Slovakia,September,2007,1/9/2007,-0.00467417724039, 0.0131385247846
Norway,September,2007,1/9/2007,0.00515466718433, 0.0148333981343
USA (EOIR),September,2007,1/9/2007,-0.0115832473871, 0.0250125721798
Finland,September,2007,1/9/2007,0.000914102811931, 0.00496711558818
Sweden,September,2007,1/9/2007,0.00666532901953, 0.0335364330083
Australia,September,2007,1/9/2007,0.000634426776798, 0.0138465040496
Bulgaria,September,2007,1/9/2007,-0.000323402861068, 0.00368732717665
Romania,September,2007,1/9/2007,-0.00128578993813, 0.00297061539057
Czech Rep.,September,2007,1/9/2007,0.00265668840369, 0.00809185887611
Portugal,September,2007,1/9/2007,-0.000202903161003, 0.00357424594651
Cyprus,September,2007,1/9/2007,-0.0208359466116, 0.0594146267472
Liechtenstein,September,2007,1/9/2007,-0.000121195898106, 0.000371294457525
Austria,September,2007,1/9/2007,0.0011849290506, 0.0208499342472
Japan,September,2007,1/9/2007,0.000363494320487, 0.00314304240204
Luxembourg,September,2007,1/9/2007,0.000641511145269, 0.00378231251772
Ireland,September,2007,1/9/2007,-0.00554149075849, 0.0122585827072
USA (INS/DHS),September,2007,1/9/2007,-0.0126999264787, 0.0435585215997
Belgium,September,2007,1/9/2007,-0.00388565566444, 0.0133037619928
Poland,September,2007,1/9/2007,0.0116515462854, 0.0503621406669
Switzerland,September,2007,1/9/2007,-0.0041568389076, 0.0309076602058
Malta,September,2007,1/9/2007,0.00442026674048, 0.00994450891308
United Kingdom of Great Britain and Northern Ireland,September,2007,1/9/2007,0.00936500893099, 0.0374476418495
Iceland,September,2007,1/9/2007,-0.000152725004885, 0.000425480261722
Denmark,September,2007,1/9/2007,0.000416490848817, 0.00289606226729
Greece,September,2007,1/9/2007,-0.00889875281246, 0.0962115569212
Rep. of Korea,September,2007,1/9/2007,0.00117833261975, 0.00379132878672
Canada,May,2005,1/5/2005,-0.0149776361777, 0.0537611216741
Slovenia,May,2005,1/5/2005,0.00684784085161, 0.0197257355417
Germany,May,2005,1/5/2005,-0.00444905289061, 0.0349973693131
Spain,May,2005,1/5/2005,0.00474406337454, 0.0418812933516
Netherlands,May,2005,1/5/2005,0.00945324879437, 0.0306056738658
New Zealand,May,2005,1/5/2005,0.000256392645121, 0.00368571045312
Hungary,May,2005,1/5/2005,-0.000571453898941, 0.00475439353492
France,May,2005,1/5/2005,0.0172526671149, 0.0475315700157
Slovakia,May,2005,1/5/2005,-0.0170870047424, 0.0271656852066
Norway,May,2005,1/5/2005,-0.00252529830813, 0.0179662846477
USA (EOIR),May,2005,1/5/2005,0.00275405364668, 0.0195603346476
Finland,May,2005,1/5/2005,0.000520961638373, 0.00787121298319
Sweden,May,2005,1/5/2005,-0.0108982367965, 0.0200308495699
Australia,May,2005,1/5/2005,0.00252199211818, 0.0103053104011
Bulgaria,May,2005,1/5/2005,5.48567233507e-05, 0.00418430988028
Romania,May,2005,1/5/2005,0.00215368883235, 0.00626399229818
Czech Rep.,May,2005,1/5/2005,0.000698321848827, 0.00578976626204
Portugal,May,2005,1/5/2005,-0.000275265792593, 0.000717967948213
Cyprus,May,2005,1/5/2005,0.0064368628053, 0.0820849692428
Liechtenstein,May,2005,1/5/2005,-6.88305535878e-05, 0.000831451085612
Austria,May,2005,1/5/2005,9.81874251682e-05, 0.0276532327356
Japan,May,2005,1/5/2005,-0.000500711486394, 0.00189177372132
Luxembourg,May,2005,1/5/2005,-0.000630566531183, 0.00308811520468
Ireland,May,2005,1/5/2005,0.00089068018579, 0.0157253753137
USA (INS/DHS),May,2005,1/5/2005,-0.00609161841858, 0.0404814610343
Belgium,May,2005,1/5/2005,0.0022605500207, 0.0133123137449
Poland,May,2005,1/5/2005,-0.00194569734773, 0.00842803696501
Switzerland,May,2005,1/5/2005,0.00222554228643, 0.0203454282156
Malta,May,2005,1/5/2005,-0.00617951189072, 0.014990185948
United Kingdom of Great Britain and Northern Ireland,May,2005,1/5/2005,-0.00847536943813, 0.0398049254263
Iceland,May,2005,1/5/2005,6.42020373658e-05, 0.00101187776427
Denmark,May,2005,1/5/2005,-0.00061033985288, 0.00647970334127
Greece,May,2005,1/5/2005,0.0108721376392, 0.0233001719959
Rep. of Korea,May,2005,1/5/2005,0.0038139471757, 0.00474425139657
Canada,January,2012,1/1/2012,-0.00602951491202, 0.0144775106744
Montenegro,January,2012,1/1/2012,0.00152967023198, 0.00257745561584
Lithuania,January,2012,1/1/2012,-0.000784525061596, 0.00127273145638
Serbia and Kosovo: S/RES/1244 (1999),January,2012,1/1/2012,-0.000963776417, 0.0096138747846
Japan,January,2012,1/1/2012,-0.00128095504067, 0.0102820694323
Slovenia,January,2012,1/1/2012,-0.000381601826068, 0.00145223509595
Germany,January,2012,1/1/2012,0.0120547364839, 0.0427868394133
Spain,January,2012,1/1/2012,-0.00115077128602, 0.00586066017995
New Zealand,January,2012,1/1/2012,-0.000329590665694, 0.00148341330484
Turkey,January,2012,1/1/2012,-0.0120728732332, 0.0390482122887
France,January,2012,1/1/2012,0.00134427692262, 0.0527495839521
Slovakia,January,2012,1/1/2012,-0.00016843204814, 0.00219856777738
Norway,January,2012,1/1/2012,0.00404581959663, 0.0123145229287
USA (EOIR),January,2012,1/1/2012,0.0066473472417, 0.0296830600623
Finland,January,2012,1/1/2012,0.000665785699979, 0.00879762514313
Liechtenstein,January,2012,1/1/2012,-1.72649536191e-05, 0.000557233663262
Australia,January,2012,1/1/2012,0.00197520320045, 0.0276621067793
Bulgaria,January,2012,1/1/2012,0.000818670922131, 0.00242219242983
Romania,January,2012,1/1/2012,0.00435976144268, 0.0202848062499
Czech Rep.,January,2012,1/1/2012,-0.000687912905827, 0.00107571861592
Portugal,January,2012,1/1/2012,0.000943166262253, 0.00297640536196
Sweden,January,2012,1/1/2012,0.0105773922411, 0.0320768766472
Austria,January,2012,1/1/2012,0.00287393962531, 0.0119068880712
Hungary,January,2012,1/1/2012,0.00103985082153, 0.00367419458337
Luxembourg,January,2012,1/1/2012,0.00115192724901, 0.00482681273677
Ireland,January,2012,1/1/2012,-0.000186709712089, 0.00477826561732
USA (INS/DHS),January,2012,1/1/2012,0.0074602535473, 0.0360913642742
Belgium,January,2012,1/1/2012,-0.00214959507928, 0.0560278499987
Denmark,January,2012,1/1/2012,0.00147554887924, 0.00654436750251
Poland,January,2012,1/1/2012,-0.00372914356225, 0.00951713693323
Switzerland,January,2012,1/1/2012,0.0262993030691, 0.0564823373776
Estonia,January,2012,1/1/2012,-0.000581382751691, 0.000550858470697
Cyprus,January,2012,1/1/2012,-0.0030818561203, 0.00752027118216
Italy,January,2012,1/1/2012,-0.0441986114659, 0.0962805740021
Malta,January,2012,1/1/2012,-0.00707600446559, 0.0117763059882
Netherlands,January,2012,1/1/2012,-0.00331532308032, 0.0167972991845
United Kingdom of Great Britain and Northern Ireland,January,2012,1/1/2012,0.00631958642814, 0.0220305928425
Iceland,January,2012,1/1/2012,-2.29484237182e-05, 0.00106790821686
Latvia,January,2012,1/1/2012,-0.00172821436474, 0.00368521627222
Greece,January,2012,1/1/2012,-0.00932342290448, 0.0181474385445
Rep. of Korea,January,2012,1/1/2012,0.00291288163491, 0.00877852602889
Canada,March,2000,1/3/2000,-0.0281347997897, 0.0591344038373
Slovenia,March,2000,1/3/2000,0.00360225495028, 0.0166860392404
Germany,March,2000,1/3/2000,-0.0246747687047, 0.0381526971123
Spain,March,2000,1/3/2000,-0.00603466757988, 0.0236573646382
Netherlands,March,2000,1/3/2000,-0.0106149176645, 0.0413872317648
Turkey,March,2000,1/3/2000,-0.00805511465837, 0.0196636862887
France,March,2000,1/3/2000,0.00641642448196, 0.0429837183085
Norway,March,2000,1/3/2000,-0.00421692930776, 0.0230484760191
USA (EOIR),March,2000,1/3/2000,-0.0117286841439, 0.0578229151008
Finland,March,2000,1/3/2000,-0.0101197899295, 0.0524238873379
Sweden,March,2000,1/3/2000,-0.00334329201263, 0.0101972315966
Australia,March,2000,1/3/2000,0.00346141796845, 0.0207022722858
Bulgaria,March,2000,1/3/2000,0.00247809792583, 0.00761252656505
Romania,March,2000,1/3/2000,-0.00200449609341, 0.0113978389613
Czech Rep.,March,2000,1/3/2000,0.00190428994448, 0.0210997678004
Portugal,March,2000,1/3/2000,-0.000988388827406, 0.00242494787453
Liechtenstein,March,2000,1/3/2000,-0.00114141256632, 0.00127160724375
Austria,March,2000,1/3/2000,-0.00687270571176, 0.0225540528048
Hungary,March,2000,1/3/2000,0.00435933942143, 0.0239693866946
Luxembourg,March,2000,1/3/2000,-3.32628884163e-05, 0.0078605745384
Ireland,March,2000,1/3/2000,0.000414030425668, 0.00990770564417
USA (INS/DHS),March,2000,1/3/2000,0.0991139844591, 0.125248916767
Belgium,March,2000,1/3/2000,-0.00352754637431, 0.0713902726957
Poland,March,2000,1/3/2000,0.00294962504448, 0.0125460925641
Switzerland,March,2000,1/3/2000,-0.0144208285707, 0.0293710152183
United Kingdom of Great Britain and Northern Ireland,March,2000,1/3/2000,-0.00710528577392, 0.0729428347
Denmark,March,2000,1/3/2000,0.0141134461, 0.0410112163157
Greece,March,2000,1/3/2000,0.00604871593416, 0.0417892189791
Canada,June,2002,1/6/2002,0.00347203982326, 0.0740092131932
Slovenia,June,2002,1/6/2002,-0.000968690478733, 0.00272708134928
Germany,June,2002,1/6/2002,-0.00493620428162, 0.0536895613752
Spain,June,2002,1/6/2002,-0.00437236942966, 0.0195645831353
Netherlands,June,2002,1/6/2002,-0.0200478191482, 0.0340005927329
New Zealand,June,2002,1/6/2002,-0.000220444123198, 0.00157484861244
Turkey,June,2002,1/6/2002,0.000992948689776, 0.00602429001189
Hungary,June,2002,1/6/2002,-0.00575878352415, 0.0150430531238
France,June,2002,1/6/2002,0.0155969998708, 0.0291098335985
Slovakia,June,2002,1/6/2002,0.00174191559385, 0.0133678190588
Norway,June,2002,1/6/2002,0.0033321121629, 0.0207548660177
USA (EOIR),June,2002,1/6/2002,-0.00619241042512, 0.0134393758614
Finland,June,2002,1/6/2002,0.00163958734857, 0.00758689856764
Sweden,June,2002,1/6/2002,0.000570503887008, 0.0191518105301
Australia,June,2002,1/6/2002,-0.00425146314748, 0.00709616119129
Bulgaria,June,2002,1/6/2002,-0.0021206153653, 0.00676993192508
Romania,June,2002,1/6/2002,-0.00141513302624, 0.00299739839081
Czech Rep.,June,2002,1/6/2002,-0.018255780009, 0.0386664289459
Portugal,June,2002,1/6/2002,-0.000620390826985, 0.00149440670735
Cyprus,June,2002,1/6/2002,-0.0019881642722, 0.00480618992124
Liechtenstein,June,2002,1/6/2002,-0.00028355819868, 0.000837914433678
Austria,June,2002,1/6/2002,0.0162064333421, 0.0405702173984
Japan,June,2002,1/6/2002,0.000450199560129, 0.00154027542306
Luxembourg,June,2002,1/6/2002,0.00158627511962, 0.00578646839713
Ireland,June,2002,1/6/2002,-0.000563394353588, 0.0126558200033
USA (INS/DHS),June,2002,1/6/2002,0.0104564406595, 0.0409667043486
