Country,Month,Year,Average Policy Change, Standard Deviation
Ireland,April,2013,0.000515887308313,0.00215578783109
USA (INS/DHS),April,2013,-0.0434381728759,0.164360696709
Belgium,April,2013,-0.00520044504881,0.0455889906707
Denmark,April,2013,-0.0109850763166,0.0901600119888
Poland,April,2013,0.00112679329836,0.0307388402468
Croatia,April,2013,-0.00352340151513,0.00798011591519
Switzerland,April,2013,-0.0434483517206,0.153674374867
Estonia,April,2013,0.125643246236,0.330478371416
Italy,April,2013,0.0291997112367,0.155500125736
Malta,April,2013,0.00602626525321,0.0215589228478
United Kingdom of Great Britain and Northern Ireland,April,2013,0.000306967299364,0.18937385995
Iceland,April,2013,-0.0160468382687,0.0582851562852
Greece,April,2013,-0.00117762796308,0.0192628339104
Rep. of Korea,April,2013,0.00276453414308,0.0107123319486
Canada,September,2016,-0.0342691384855,0.281339329286
Montenegro,September,2016,0.0136641644339,0.0516872065784
Lithuania,September,2016,-0.00172864666812,0.00381515893986
Japan,September,2016,-0.00140985146332,0.0440036640108
Slovenia,September,2016,0.000901337143772,0.00327930073303
Germany,September,2016,0.0154551221668,0.113391505948
Spain,September,2016,0.00366760016666,0.0122916111677
Netherlands,September,2016,0.0035064104955,0.0347046655909
New Zealand,September,2016,0.00812143223105,0.12399058611
France,September,2016,-0.00623710821463,0.0637402110935
Slovakia,September,2016,-0.000101126708916,0.0013651198708
Norway,September,2016,-0.0284444796221,0.0882623166446
USA (EOIR),September,2016,-0.098943138756,0.197036736448
Finland,September,2016,0.014710056936,0.104526367425
Sweden,September,2016,-0.0107945538845,0.113046954578
Bulgaria,September,2016,0.00067460878536,0.00370217612365
Romania,September,2016,-0.00309028325815,0.0173316663973
Czech Rep.,September,2016,0.000694920079433,0.00364462631561
Portugal,September,2016,-0.00039798590211,0.00292596035686
Cyprus,September,2016,0.001425143373,0.00405315121067
Liechtenstein,September,2016,-0.00546633237778,0.0174515440498
Austria,September,2016,-0.00264075869666,0.0180221074742
Hungary,September,2016,-0.0233516821123,0.0814540755657
Luxembourg,September,2016,0.000796366936399,0.00597292744735
Ireland,September,2016,-0.000411307115099,0.00239584866529
USA (INS/DHS),September,2016,0.0402190526362,0.264072318956
Belgium,September,2016,-0.00662474341347,0.0517998413487
Denmark,September,2016,-0.0150974403622,0.0856243048074
Poland,September,2016,-0.00690601661525,0.0291352120086
Croatia,September,2016,0.000128602640715,0.00213972684363
Switzerland,September,2016,-0.0443934317664,0.173539236065
Italy,September,2016,0.0336287352548,0.149265958278
Malta,September,2016,-0.00174743085457,0.00651652784691
United Kingdom of Great Britain and Northern Ireland,September,2016,-0.0273254443264,0.156556128028
Iceland,September,2016,0.0104910341084,0.0634336785446
Latvia,September,2016,-0.00043505801247,0.00234144601043
Rep. of Korea,September,2016,-0.00326517519423,0.00973398870378
Canada,January,2006,-0.0551851414084,0.27454365988
Slovenia,January,2006,-0.00162909559858,0.00557767066853
Germany,January,2006,-0.00748050529493,0.0707542959351
Spain,January,2006,0.0100486639075,0.187602107461
Netherlands,January,2006,-0.0217559068181,0.166930741951
New Zealand,January,2006,-0.00314099068244,0.0101625699362
Hungary,January,2006,-0.0124005998697,0.20772945322
France,January,2006,-0.000691341102232,0.0521985903445
Slovakia,January,2006,-0.00520173918198,0.0143294810476
Norway,January,2006,0.0136804268635,0.0846899017113
USA (EOIR),January,2006,0.0318410222962,0.121876010279
Finland,January,2006,0.00255310990918,0.0149188313324
Sweden,January,2006,0.00726108773677,0.0963878994417
Australia,January,2006,-0.0140045071465,0.226078163235
Czech Rep.,January,2006,-0.00100240268725,0.0548267811799
Portugal,January,2006,0.00251262339715,0.00796163931232
Cyprus,January,2006,-0.014965679279,0.0304726608351
Liechtenstein,January,2006,-0.0298965006776,0.0694564415253
Austria,January,2006,-0.0225438847372,0.0519400589117
Japan,January,2006,0.00208797819061,0.00427245860786
Luxembourg,January,2006,-0.00103022371886,0.00557387894855
Ireland,January,2006,0.0176719092863,0.0925076332855
USA (INS/DHS),January,2006,-0.0154896755331,0.215204928468
Belgium,January,2006,0.00249906606243,0.0786760983924
Denmark,January,2006,0.00270124463566,0.151808600115
Poland,January,2006,-0.0036779964185,0.0209383975289
Switzerland,January,2006,-0.0130332276107,0.0826020951965
Malta,January,2006,-0.00202807192181,0.0353981058708
United Kingdom of Great Britain and Northern Ireland,January,2006,0.00490732089858,0.0933842344504
Iceland,January,2006,0.00126765339486,0.00794548288176
Greece,January,2006,0.0102082819561,0.0262688701838
Rep. of Korea,January,2006,9.19889073025e-05,0.00465612650227
Canada,June,2008,-0.0571471306374,0.272357081154
Slovenia,June,2008,-0.00193562262912,0.00351972245447
Germany,June,2008,-0.0175474756875,0.0549711388481
Spain,June,2008,-0.00644277888889,0.0251778244629
Netherlands,June,2008,-0.000856697323763,0.0579179818414
New Zealand,June,2008,-0.0329208114518,0.111036608333
Hungary,June,2008,-0.00234189685507,0.00841187802848
France,June,2008,0.0105220269692,0.0240908693368
Slovakia,June,2008,0.0019152316722,0.00951926191719
Norway,June,2008,0.0169106526834,0.0912083860761
USA (EOIR),June,2008,0.00692857756059,0.189753900256
Finland,June,2008,0.0114791665626,0.0929852966104
Sweden,June,2008,-0.00430886404929,0.0998566633518
Australia,June,2008,-0.0131129557807,0.212229195222
Bulgaria,June,2008,-0.000690383092525,0.00708425976729
Romania,June,2008,0.00409647165612,0.0158019184329
Czech Rep.,June,2008,-0.00327964755597,0.00763331085329
Portugal,June,2008,0.000387410482198,0.00795827976381
Cyprus,June,2008,-0.0104061338981,0.0210386023407
Liechtenstein,June,2008,0.0421026738589,0.0719257289401
Austria,June,2008,-0.0161634838628,0.0518224276577
Japan,June,2008,-0.00674902860383,0.0252957609907
Luxembourg,June,2008,0.00116500379501,0.00286175455825
Ireland,June,2008,-0.0140725108966,0.0668291948763
USA (INS/DHS),June,2008,0.00525980069414,0.22645134182
Belgium,June,2008,-0.00577068581254,0.0609270730559
Denmark,June,2008,0.0601441423523,0.21540379668
Poland,June,2008,0.000248508824653,0.00199854802862
Switzerland,June,2008,-0.0064739739223,0.0705683299606
Italy,June,2008,0.0028237394994,0.0389890117795
Malta,June,2008,0.00532184275436,0.0155533058521
United Kingdom of Great Britain and Northern Ireland,June,2008,-0.0355787864529,0.104555277199
Iceland,June,2008,0.000496655727911,0.00167170625152
Greece,June,2008,0.0104203912176,0.0412440907733
Rep. of Korea,June,2008,0.00265717447852,0.00897409086815
Canada,August,2009,-0.0613992826119,0.306057359563
Lithuania,August,2009,-0.000156174828754,0.00341189314281
Slovenia,August,2009,-0.000454629585047,0.00208330754905
Germany,August,2009,-0.00722602427531,0.0595838008105
Spain,August,2009,0.000179126100948,0.0117578508665
Netherlands,August,2009,0.0256371105538,0.186587511233
New Zealand,August,2009,-0.000115665526226,0.00567280893404
Hungary,August,2009,0.00109307369181,0.00777477423301
France,August,2009,0.00422072194953,0.0407264300068
Slovakia,August,2009,-0.00165638812274,0.0101926149859
Norway,August,2009,0.050666041201,0.183839194577
USA (EOIR),August,2009,-0.0419329241604,0.225782125606
Finland,August,2009,-0.00108705595228,0.035898796584
Liechtenstein,August,2009,-0.000580727431279,0.0219562909825
Australia,August,2009,-0.0381459285034,0.186930599601
Bulgaria,August,2009,-0.00141012061593,0.0050128504805
Romania,August,2009,-0.00287793776224,0.0192901636001
Czech Rep.,August,2009,0.00453718656052,0.023655166834
Portugal,August,2009,-0.000332844090664,0.00150238440596
Cyprus,August,2009,-0.00192366619929,0.00826496192162
Sweden,August,2009,-0.0104933719189,0.182553844898
Austria,August,2009,-0.0387889676365,0.183141939833
Japan,August,2009,0.00132965194382,0.00684790703637
Luxembourg,August,2009,0.000111732368456,0.00442050867099
Ireland,August,2009,0.00186241510411,0.00625671317571
USA (INS/DHS),August,2009,-0.017070875955,0.171169234004
Belgium,August,2009,0.0249200802642,0.109753796796
Denmark,August,2009,0.00234787621291,0.0377769233687
Poland,August,2009,0.0113124642044,0.0318977159977
Switzerland,August,2009,-0.0444330789149,0.205496686483
Estonia,August,2009,-0.000272150827133,0.00182208019101
Italy,August,2009,-0.0278003544062,0.0533417328119
Malta,August,2009,0.0026593801391,0.0103335178583
United Kingdom of Great Britain and Northern Ireland,August,2009,0.0658241995824,0.226590685253
Iceland,August,2009,0.00158598059179,0.00270442002012
Greece,August,2009,-0.0395583638461,0.0584610573048
Rep. of Korea,August,2009,-0.00118653524321,0.00237772480454
Canada,October,2012,-0.0122408327541,0.262028094494
Montenegro,October,2012,0.00589626661621,0.0232533336976
Lithuania,October,2012,-0.00149542414552,0.00318011522921
Slovenia,October,2012,-0.00262184079652,0.0276696633365
Germany,October,2012,0.0135116193374,0.105537471978
Spain,October,2012,-0.000268173778031,0.0119261476295
Netherlands,October,2012,-0.0252837609438,0.124233725443
New Zealand,October,2012,-0.0196615337617,0.191235664088
Hungary,October,2012,0.0019681158307,0.00805619578083
France,October,2012,-0.00312340682012,0.030457435121
Slovakia,October,2012,0.00158934045835,0.0133448316971
Norway,October,2012,0.0183411351399,0.0903487826536
USA (EOIR),October,2012,-0.0142510227356,0.172818533854
Finland,October,2012,0.00254324876384,0.0848534171788
Sweden,October,2012,-0.00542308007493,0.185807463308
Australia,October,2012,-0.00825840507498,0.103589198969
Bulgaria,October,2012,0.00162914064255,0.00470568169869
Romania,October,2012,-0.0124255331285,0.0321693450937
Czech Rep.,October,2012,-0.00429862946286,0.016938033389
Portugal,October,2012,-0.00144376567072,0.00256791570236
Cyprus,October,2012,-0.000546190597177,0.00293624389061
Liechtenstein,October,2012,-0.000462682368727,0.00349963071896
Austria,October,2012,-0.00142417630138,0.017639303135
Japan,October,2012,-0.000325552176039,0.0137163863445
Luxembourg,October,2012,-0.0121303954913,0.0540627335426
Ireland,October,2012,0.000216762892378,0.00234018715994
USA (INS/DHS),October,2012,-0.00731596780129,0.145558606926
Belgium,October,2012,0.0021298982225,0.109683864514
Poland,October,2012,-0.00234025190383,0.0127331881094
Croatia,October,2012,0.0456232843906,0.208307837444
Switzerland,October,2012,-0.00817743164205,0.208801824258
Estonia,October,2012,-0.000444733422116,0.000544017000592
Italy,October,2012,0.0116685237354,0.0426608250279
Malta,October,2012,-0.0179058373866,0.0262296209461
United Kingdom of Great Britain and Northern Ireland,October,2012,0.0176454717837,0.217289238624
Iceland,October,2012,-0.000521155379287,0.001687099134
Denmark,October,2012,0.0062795722979,0.0793680733311
Greece,October,2012,0.00665552148908,0.0213015638992
Rep. of Korea,October,2012,-0.00111781092822,0.00285026161888
Canada,July,2001,0.00632665476514,0.234446698649
Slovenia,July,2001,-0.00445360468529,0.0107056171555
Germany,July,2001,0.00262158350339,0.0269603679252
Spain,July,2001,0.00278229722531,0.0290645506812
Netherlands,July,2001,-0.0231797481226,0.0699970365729
New Zealand,July,2001,-0.0206879105006,0.0942477151836
France,July,2001,-0.00757435214364,0.0202500636667
Slovakia,July,2001,-0.00292608429161,0.010068063808
Norway,July,2001,-0.0043930916642,0.0895280592389
USA (EOIR),July,2001,0.00264842999805,0.255686392106
Finland,July,2001,-0.00074958676408,0.00886652151094
Sweden,July,2001,-0.00525630539271,0.0723175537695
Australia,July,2001,-0.0242305949691,0.158867874106
Czech Rep.,July,2001,0.00371407638805,0.0594496993057
Portugal,July,2001,-0.000677518706273,0.00282108341846
Cyprus,July,2001,-0.00171588031119,0.00322395010291
Liechtenstein,July,2001,0.000642416575519,0.00299669543152
Austria,July,2001,0.0188564344603,0.0818971785075
Hungary,July,2001,0.000403171781232,0.0163647637911
Luxembourg,July,2001,-0.0139390737513,0.0666719671169
Ireland,July,2001,0.00540583275018,0.0724400547267
USA (INS/DHS),July,2001,-0.00802846664371,0.0278902723252
Belgium,July,2001,-0.00610550712745,0.0352651015301
Poland,July,2001,-0.00854354495943,0.0189979466439
Switzerland,July,2001,-0.002052634011,0.113320729911
United Kingdom of Great Britain and Northern Ireland,July,2001,-0.00395072971094,0.0367466613889
Iceland,July,2001,-0.000471925881823,0.000546583766415
Denmark,July,2001,0.00824075532466,0.135487150577
Greece,July,2001,0.00493101705302,0.00916988758773
Canada,August,2006,0.00372017225383,0.270151324539
Slovenia,August,2006,-0.0167460033076,0.0513297065929
Germany,August,2006,0.0511464844244,0.198855657554
Spain,August,2006,-0.00481210271664,0.0275213324229
Netherlands,August,2006,-0.00762583940533,0.0620996758874
New Zealand,August,2006,-0.0363420930127,0.120274874646
Hungary,August,2006,-0.000871693532795,0.0195673744096
France,August,2006,-0.010744347084,0.0353825611521
Slovakia,August,2006,8.55228059944e-05,0.0524383134679
Norway,August,2006,0.0109458554637,0.102664477436
USA (EOIR),August,2006,-0.0188507532565,0.185237469264
Finland,August,2006,-0.00164488719167,0.00645857683342
Sweden,August,2006,-0.0311795187528,0.107696034224
Australia,August,2006,-0.0143658000818,0.191019447839
Czech Rep.,August,2006,0.00754431242439,0.0914461465986
Portugal,August,2006,0.00136053146492,0.00380909170728
Cyprus,August,2006,-0.00936449740122,0.0128989272243
Liechtenstein,August,2006,-0.00686569737769,0.0135001209208
Austria,August,2006,-0.0143983539635,0.0457779640843
Japan,August,2006,-0.000604133155057,0.00243560832241
United Kingdom of Great Britain and Northern Ireland,August,2006,-0.034735552542,0.194916106133
Luxembourg,August,2006,0.000200793354559,0.00314432331007
Ireland,August,2006,-0.00339680212084,0.031845398682
USA (INS/DHS),August,2006,-0.0460800955784,0.152274313755
Belgium,August,2006,0.0304643145415,0.185873669043
Denmark,August,2006,0.00492544679185,0.0236653425275
Poland,August,2006,0.0343986703879,0.130587462014
Switzerland,August,2006,0.0193666918041,0.0955498758311
Malta,August,2006,-0.0191434441083,0.0463818950872
Iceland,August,2006,-0.0048667003106,0.00487065192538
Greece,August,2006,-0.01400624377,0.0182261411157
Canada,October,2001,-0.0738447865103,0.227818479686
Slovenia,October,2001,-0.00199878239658,0.00469950827238
Germany,October,2001,0.00124214128235,0.0432422945552
Spain,October,2001,0.00482280904932,0.0184635633484
Netherlands,October,2001,0.0177918039043,0.0668563650961
New Zealand,October,2001,0.000160709508745,0.00365838638377
France,October,2001,0.00986653322198,0.0258448487998
Slovakia,October,2001,0.00217557976091,0.0148273001343
Norway,October,2001,-0.0113648643168,0.0818707741514
USA (EOIR),October,2001,0.0287581507146,0.21291344466
Finland,October,2001,-0.0123801486289,0.0792775500983
Sweden,October,2001,-0.00837166499918,0.155571685672
Australia,October,2001,0.0317998431789,0.190025609036
Czech Rep.,October,2001,-0.0144559637065,0.0558237498368
Portugal,October,2001,0.000811611537402,0.00267886818081
Cyprus,October,2001,0.000701063767989,0.0047924645175
Liechtenstein,October,2001,-0.00420423516317,0.00450477285865
Austria,October,2001,-0.00479283968749,0.0385773354533
Hungary,October,2001,0.00313588579276,0.0106872734612
Luxembourg,October,2001,-0.000441788393017,0.00250445197195
Ireland,October,2001,-0.00999384590494,0.0334874455945
USA (INS/DHS),October,2001,-0.030612170493,0.0403310383635
Belgium,October,2001,0.0252335765642,0.143634603574
Denmark,October,2001,0.0134094163688,0.0792137129734
Poland,October,2001,0.00443859258751,0.0229269237212
Switzerland,October,2001,-0.0181440444378,0.0648546277633
United Kingdom of Great Britain and Northern Ireland,October,2001,-0.00187688609405,0.0381802004864
Iceland,October,2001,-0.0016126814545,0.00153357428678
Greece,October,2001,-0.00559306575058,0.0114543962173
Rep. of Korea,October,2001,0.000946877974457,0.00196192953692
Canada,February,2010,0.0183172527108,0.3364325876
Lithuania,February,2010,-0.000417564456529,0.00258036481435
Slovenia,February,2010,-0.00122821494145,0.00112650045063
Germany,February,2010,0.00279781591412,0.0827185875413
Spain,February,2010,0.00129375809298,0.00677516265259
Netherlands,February,2010,0.02221458559,0.0917820441124
New Zealand,February,2010,-0.00372188099915,0.0959820698501
Hungary,February,2010,0.00130684671041,0.0362198170841
France,February,2010,0.0223981177819,0.0841983604292
Slovakia,February,2010,-0.00249698751259,0.00390182021396
Norway,February,2010,-0.0491501871897,0.11368079943
USA (EOIR),February,2010,-0.0549753998804,0.198548118004
Finland,February,2010,-0.0271382339132,0.0996275518912
Sweden,February,2010,0.029736720592,0.149667196051
Australia,February,2010,0.00546731003446,0.205154010566
Bulgaria,February,2010,4.25592554315e-05,0.00270320627573
Romania,February,2010,-0.000654105234356,0.00238895167455
Czech Rep.,February,2010,0.00232379503865,0.0134822295311
Portugal,February,2010,0.000531246055056,0.00207460073841
Cyprus,February,2010,-0.00121027154052,0.00655934564377
Liechtenstein,February,2010,0.0104817510403,0.0496443845784
Austria,February,2010,-0.0205858496127,0.045863566059
Japan,February,2010,-0.000715599652245,0.00199180757246
Luxembourg,February,2010,-0.000124880928562,0.00603312835051
Ireland,February,2010,-0.00188325190897,0.0115727569061
USA (INS/DHS),February,2010,-0.0014862793433,0.175510213408
Belgium,February,2010,-0.00603039661776,0.104337398642
Denmark,February,2010,0.0382295452475,0.188967686266
Poland,February,2010,-0.00665610499239,0.0206961912032
Switzerland,February,2010,-0.0166091200129,0.0998128693461
Italy,February,2010,-0.0177980056748,0.0616059766007
Malta,February,2010,-0.013595979636,0.0214006198846
United Kingdom of Great Britain and Northern Ireland,February,2010,0.00355444329464,0.0687130101678
Iceland,February,2010,-0.000633596536413,0.000454431809419
Greece,February,2010,-0.00763690581223,0.0291510903838
Rep. of Korea,February,2010,-0.000609175599539,0.00368544130619
Canada,December,2010,0.00118239807017,0.282333931182
Japan,December,2010,-0.00169010908477,0.0132517199579
Slovenia,December,2010,0.00271026913938,0.00745544267071
Germany,December,2010,-0.0227967773009,0.0549794874691
Spain,December,2010,-0.00242369084864,0.00970064072252
Netherlands,December,2010,-0.0295707686974,0.0964508432199
New Zealand,December,2010,-0.000200434089988,0.0507597245193
France,December,2010,0.0227765209059,0.0499303217209
Slovakia,December,2010,8.8614816638e-05,0.00148321077373
Norway,December,2010,-0.0171226939669,0.0471144417389
USA (EOIR),December,2010,0.0148710190309,0.243120059173
Finland,December,2010,-0.00807155411787,0.0238817987294
Sweden,December,2010,-0.0491887818933,0.163314294567
Australia,December,2010,0.0474229325269,0.205940102505
Bulgaria,December,2010,0.00184920598503,0.00807778102898
Romania,December,2010,-0.00100148439925,0.00245811738116
Czech Rep.,December,2010,-0.00083116609152,0.0179881758878
Portugal,December,2010,0.000275403230845,0.00322709981185
Cyprus,December,2010,0.015496760722,0.0301220938323
Liechtenstein,December,2010,0.00220133641508,0.00425062219986
Austria,December,2010,0.00769587014354,0.0284506035321
Hungary,December,2010,0.00195338503134,0.0093994961698
United Kingdom of Great Britain and Northern Ireland,December,2010,-0.0107208138358,0.136219075066
Luxembourg,December,2010,0.00317801252229,0.00715123658491
Ireland,December,2010,-0.0444887567483,0.203752956552
USA (INS/DHS),December,2010,0.0337254325588,0.181119870007
Belgium,December,2010,-0.058768235096,0.230187133574
Denmark,December,2010,0.00206288469276,0.0398489810387
Poland,December,2010,0.000407777626999,0.00857373067572
Switzerland,December,2010,-0.00675874665575,0.0436269645202
Italy,December,2010,-0.0248379821302,0.0900691571579
Malta,December,2010,3.67048903793e-05,0.00266916671104
Iceland,December,2010,-0.000534776098099,0.000369547378422
Greece,December,2010,-0.024511131431,0.0400485307881
Rep. of Korea,December,2010,0.00140738253066,0.00473184359017
Canada,November,2005,0.023243904544,0.29487500722
Slovenia,November,2005,-0.00379506807437,0.0109278667247
Germany,November,2005,-0.00760941468324,0.0952779586084
Spain,November,2005,0.00624496721315,0.0195388694283
Netherlands,November,2005,-0.0342626219309,0.202466127001
New Zealand,November,2005,0.00258227281639,0.0480528839951
Hungary,November,2005,0.0448080480484,0.204036474898
France,November,2005,-0.0213988163566,0.0409408421406
Slovakia,November,2005,0.0030312361936,0.0206339767893
Norway,November,2005,0.00639615238996,0.0373959031489
USA (EOIR),November,2005,-0.0532695920427,0.116872769642
Finland,November,2005,-0.00684784679902,0.013963687675
Sweden,November,2005,-0.0322764562297,0.111694095669
Australia,November,2005,0.0556406527555,0.21197522206
Czech Rep.,November,2005,-0.00851988745191,0.0528231091976
Portugal,November,2005,0.000534306947617,0.00233924492416
Cyprus,November,2005,-0.0150483529466,0.0311904745529
Liechtenstein,November,2005,0.000491720081447,0.00132147258776
Austria,November,2005,0.00862438984349,0.0384295767684
Japan,November,2005,-0.00147108904734,0.00254048669398
Luxembourg,November,2005,1.94410267699e-05,0.0047273050228
Ireland,November,2005,-0.00404145371286,0.0300833079215
USA (INS/DHS),November,2005,0.0303270328983,0.169867122163
Belgium,November,2005,-0.00980783718105,0.0777371397322
Denmark,November,2005,-0.0219050665592,0.0920920399889
Poland,November,2005,-0.00287439232919,0.00601050219563
Switzerland,November,2005,0.005511889618,0.107800694014
Malta,November,2005,0.023883813166,0.0530323727798
United Kingdom of Great Britain and Northern Ireland,November,2005,-0.0219887644066,0.0947952166712
Iceland,November,2005,0.00126283450385,0.0031045959278
Greece,November,2005,0.017160252041,0.032965199386
Rep. of Korea,November,2005,-0.00150855028573,0.00187096841051
Canada,September,2007,-0.0304615737712,0.309324157018
Japan,September,2007,-0.000136287433897,0.00492168455115
Slovenia,September,2007,-0.00152371910958,0.00468274136205
Germany,September,2007,0.0285328496409,0.16351595223
Spain,September,2007,-0.00594338991072,0.0266697800158
New Zealand,September,2007,-0.0437484692488,0.132509762225
France,September,2007,-0.00343133348489,0.0327120011316
Slovakia,September,2007,-0.00547472945063,0.00818604994997
Norway,September,2007,0.0120483175652,0.0848151996493
USA (EOIR),September,2007,0.00309218967082,0.140193784845
Finland,September,2007,-0.0124976406184,0.0547333957417
Sweden,September,2007,-0.0043305786399,0.199374540005
Australia,September,2007,-0.0873309295404,0.21032018042
Bulgaria,September,2007,-0.000943127476699,0.00381241816329
Czech Rep.,September,2007,-0.0111740222327,0.0583511770693
Portugal,September,2007,0.000655454328521,0.00228987127206
Cyprus,September,2007,-0.0169462448691,0.0491832114492
Liechtenstein,September,2007,0.065119821834,0.117751484443
Austria,September,2007,-0.0109559176806,0.0326771047872
Hungary,September,2007,-0.00606690822495,0.0183465539377
Luxembourg,September,2007,0.00149916903212,0.00404616347814
Ireland,September,2007,-0.00999039602116,0.0311639179906
USA (INS/DHS),September,2007,-0.0721972345135,0.181772121567
Belgium,September,2007,-0.0133122196022,0.1806294125
Poland,September,2007,0.0127733358558,0.0530302312794
Switzerland,September,2007,0.0225657158797,0.205058933911
Malta,September,2007,0.00618483690548,0.0104648944729
Netherlands,September,2007,0.00351842293294,0.0522469306189
United Kingdom of Great Britain and Northern Ireland,September,2007,-0.0492632523853,0.22467009737
Iceland,September,2007,-0.000502715688847,0.000995514150125
Denmark,September,2007,0.000967852587535,0.0386653196759
Greece,September,2007,0.0056050457925,0.0312837097031
Rep. of Korea,September,2007,-0.0253680771385,0.0749340300531
Canada,May,2005,-0.0448706566453,0.199757734619
Slovenia,May,2005,0.00416281615165,0.0121942566591
Germany,May,2005,-0.00687950424813,0.0476013120457
